Дата;Бренд;Артикул;Назва товару;Кількість, шт;Сума, грн
Лютий 2024;Djeco;DJ05145;"Djeco Гра ""Збери баранчиків""";25,000;5 174,82
Лютий 2024;Djeco;DJ05153;"Djeco Гра ""Занімалка""";27,000;8 177,40
Лютий 2024;Djeco;DJ05161;"Djeco Гра ""Сардини"" ";38,000;11 153,28
Лютий 2024;Djeco;DJ05169;"Djeco Гра ""Гримаси""";13,000;3 794,40
Лютий 2024;Djeco;DJ05172;"Djeco Гра ""Атлетика""";5,000;1 221,42
Лютий 2024;Djeco;DJ05176;"Djeco Гра ""Додо""";26,000;11 248,26
Лютий 2024;Djeco;DJ05180;"Djeco Гра ""Лісові пригоди""";6,000;1 683,78
Лютий 2024;Djeco;DJ05181;"Djeco Гра настільна ""Божевільні качки""";2,000;554,40
Лютий 2024;Djeco;DJ05182;"Djeco Гра ""Geomemorix""";2,000;465,42
Лютий 2024;Djeco;DJ05190;"Djeco Гра ""Сови""";1,000;138,36
Лютий 2024;Djeco;DJ05193;"Djeco Гра ""Швидкі монстри""";3,000;647,76
Лютий 2024;Djeco;DJ05208;"Djeco Гра настільна бродилка ""Сачки і сходи""";54,000;19 340,34
Лютий 2024;Djeco;DJ05212;"Djeco Гра ""З гусені на метелика""";1,000;225,18
Лютий 2024;Djeco;DJ05218;Djeco Набір класичних ігор 12в1;15,000;11 771,16
Лютий 2024;Djeco;DJ05232;"Djeco Настільна гра ""Гуси""";6,000;2 246,40
Лютий 2024;Djeco;DJ05236;"DJECO Гра ""Покер Джуніор""";18,000;7 300,80
Лютий 2024;Djeco;DJ05270;"Djeco Гра настільна тактика ""Морський бій""";31,000;15 706,27
Лютий 2024;Djeco;DJ05640;Djeco Конструктор Zig & Go - 28 дет;1,000;805,02
Лютий 2024;Djeco;DJ05641;Djeco Конструктор Zig & Go - 27 дет;12,000;10 518,84
Лютий 2024;Djeco;DJ05642;Djeco Конструктор Zig & Go - 25 дет;6,000;4 288,56
Лютий 2024;Djeco;DJ06432;"Djeco Дерев'яний конструктор ""Геонімо""";2,000;1 629,96
Лютий 2024;Djeco;DJ06481;"Djeco Гра ""Дзеркальні картинки""";10,000;4 674,96
Лютий 2024;Djeco;DJ06516;"Djeco Гра ""OSCAR & CANNELLE""";16,000;9 989,76
Лютий 2024;Djeco;DJ06646;"Djeco Дерев'яна гра аплікація з молоточком ""Роботи""";1,000;749,52
Лютий 2024;Djeco;DJ06970;"Djeco Карткова гра ""Міні Містігрі""";10,000;1 726,14
Лютий 2024;Djeco;DJ06971;"Djeco Карткова гра ""Мелі Мело""";4,000;1 013,28
Лютий 2024;Djeco;DJ06972;"Djeco Настільна гра ""Маленька вечірка""";24,000;22 485,60
Лютий 2024;Djeco;DJ07900;"Djeco Набір масок з мозаїкою Зроби сам ""Тварини""";19,000;4 685,76
Лютий 2024;Djeco;DJ07901;"Djeco Набір головних прикрас з мозаїкою Зроби сам ""Принцеса""";61,000;15 751,14
Лютий 2024;Djeco;DJ07902;"Djeco Набір шабель з мозаїкою Зроби сам ""Як пірат""";6,000;2 433,60
Лютий 2024;Djeco;DJ07906;"Djeco Набір Зроби сам ""Скринька""";14,000;4 955,76
Лютий 2024;Djeco;DJ07922;"Djeco Набір Зроби сам ""Космічний калейдоскоп""";38,000;13 699,86
Лютий 2024;Djeco;DJ07955;"Djeco Набір для творчості ""Кітті - дзвіночок""";13,000;4 148,22
Лютий 2024;Djeco;DJ07956;"Djeco Набір для творчості ""Зоряний передзвін""";8,000;2 410,20
Лютий 2024;Djeco;DJ07961;"Djeco Ловець снів Зроби сам ""Сова""";6,000;2 171,16
Лютий 2024;Djeco;DJ07962;"Djeco Ловець снів Зроби сам ""Русалонька""";6,000;2 171,16
Лютий 2024;Djeco;DJ07963;"Djeco Набір для створення ловця снів ""Фея лотоса""";6,000;2 171,16
Лютий 2024;Djeco;DJ07970;"Djeco Набір Зроби сам ""Блокнотики""";1,000;285,12
Лютий 2024;Djeco;DJ08131;"Djeco Гра ""Маленькі друзі"" 3в1";1,000;373,56
Лютий 2024;Djeco;DJ08132;"Djeco Набір настільних ігор ""Динозаври""";40,000;16 023,57
Лютий 2024;Djeco;DJ08152;"Djeco Гра ""Знайди емоції""";7,000;921,48
Лютий 2024;Djeco;DJ08179;"Djeco Гра ""Розпорядок дня""";1,000;63,90
Лютий 2024;Djeco;DJ08198;"Djeco Гра настільна ""Анімо Мондо""";9,000;3 711,84
Лютий 2024;Djeco;DJ08318;"Djeco Гра ""Числа Бінго""";1,000;135,00
Лютий 2024;Djeco;DJ08356;"Djeco Настільна гра ""Палички""";1,000;342,30
Лютий 2024;Djeco;DJ08359;"Djeco Гра настільна ""Animo Colorix""";1,000;121,92
Лютий 2024;Djeco;DJ08401;"Djeco Настільна гра ""Чоп Чоп""";24,000;19 484,64
Лютий 2024;Djeco;DJ08404;"Djeco Гра настільна ""Кольорові кубики""";9,000;5 598,25
Лютий 2024;Djeco;DJ08417;"Djeco Гра ""Блеф пірата""";26,000;15 427,26
Лютий 2024;Djeco;DJ08443;"Djeco Гра ""Pixel Tamgram""";8,000;3 914,28
Лютий 2024;Djeco;DJ08451;"Djeco Настільна гра ""Поліссімо""";27,000;13 464,30
Лютий 2024;Djeco;DJ08454;"Djeco Гра настільна Балансування ""Тотем зен""";3,000;1 764,24
Лютий 2024;Djeco;DJ08463;"Djeco Гра головоломка ""Кразікс""";59,000;23 782,08
Лютий 2024;Djeco;DJ08464;"Djeco Гра головоломка ""Вудікс""";27,000;12 524,52
Лютий 2024;Djeco;DJ08469;"Djeco Настільна гра ""Москіто""";12,000;6 742,80
Лютий 2024;Djeco;DJ08477;"Djeco Настільна гра ""Кубіссімо""";41,000;20 019,90
Лютий 2024;Djeco;DJ08487;"Djeco Гра настільна ""Лабіринт""";1,000;342,30
Лютий 2024;Djeco;DJ08526;"Djeco Настільна гра ""Шкарпетковий монстр""";12,000;7 097,16
Лютий 2024;Djeco;DJ08527;"Djeco Настільна гра ""Рапідо Метео""";13,000;6 274,44
Лютий 2024;Djeco;DJ08533;"Djeco Гра настільна ""Маленький магазин""";58,000;29 642,28
Лютий 2024;Djeco;DJ08534;"Djeco Гра ""Pick me up""";6,000;3 746,16
Лютий 2024;Djeco;DJ08535;"Djeco Гра ""Катуді""";11,000;5 417,10
Лютий 2024;Djeco;DJ08538;"Djeco Гра ""Мемо Дінго""";15,000;5 198,58
Лютий 2024;Djeco;DJ08540;"Djeco Настільна гра ""Логічний фініш""";3,000;1 498,86
Лютий 2024;Djeco;DJ08542;"Djeco Гра настільна ""Знайди пропажу""";24,000;8 412,24
Лютий 2024;Djeco;DJ08550;"Djeco Настільна гра ""Маленька доріжка""";72,000;31 020,03
Лютий 2024;Djeco;DJ08557;"Djeco Настільна гра балансир ""Пірамідки""";98,000;47 183,40
Лютий 2024;Djeco;DJ08570;"Djeco Гра ""Логіка підземелля""";5,000;2 290,98
Лютий 2024;Djeco;DJ08571;"Djeco Гра ""Пожежники""";20,000;8 272,26
Лютий 2024;Djeco;DJ08572;"Djeco Гра настільна ""Пікнік""";6,000;3 746,16
Лютий 2024;Djeco;DJ08575;"Djeco Гра ""Оскар та Макс""";6,000;2 621,16
Лютий 2024;Djeco;DJ08577;"Djeco Настільна гра ""Паніка в джунглях""";8,000;3 456,54
Лютий 2024;Djeco;DJ08578;"Djeco Настільна гра ""Пентанімо""";12,000;8 242,56
Лютий 2024;Djeco;DJ08590;"DJECO Настільна гра ""Архілогіка""";13,000;6 500,16
Лютий 2024;Djeco;DJ08591;"DJECO Настільна гра ""Божевільні обличчя""";12,000;5 092,56
Лютий 2024;Djeco;DJ08595;"Djeco Настільна гра ""Піратський острів""";12,000;8 242,56
Лютий 2024;Djeco;DJ08597;"Djeco Гра ""Космічний кіт""";11,000;5 550,78
Лютий 2024;Djeco;DJ08598;"Djeco Гра настільна ""Навколо світу""";6,000;4 496,40
Лютий 2024;Djeco;DJ08633;"Djeco Художній комплект малювання кольоровим піском ""Тотемні тварини""";1,000;444,54
Лютий 2024;Djeco;DJ08640;"Djeco Художній комплект для малювання пензлями ""Квітка Миру""";2,000;69,96
Лютий 2024;Djeco;DJ08661;"Djeco Художній комплект малювання кольоровим піском і блискітками ""Райдужні рибки""";18,000;7 657,80
Лютий 2024;Djeco;DJ08663;"Djeco Художній комплект малювання кольоровим піском ""Сліпучі птахи""";1,000;450,96
Лютий 2024;Djeco;DJ08664;Djeco Художній комплект колаж для найменших, 4 фігурки;25,000;11 496,66
Лютий 2024;Djeco;DJ08674;"Djeco Художній комплект шиття стрічками ""Фламенко""";1,000;432,72
Лютий 2024;Djeco;DJ08678;"Djeco Художній комплект малювання кольоровим піском ""Чудово мило""";9,000;3 822,36
Лютий 2024;Djeco;DJ08760;"Djeco Художній комплект орігамі ""Літаки""";10,000;1 556,40
Лютий 2024;Djeco;DJ08830;"Djeco Набір наліпок 160 шт ""Принцеса""";53,000;4 055,16
Лютий 2024;Djeco;DJ08841;"Djeco Набір наліпок 160 шт ""Тварини""";73,000;5 767,32
Лютий 2024;Djeco;DJ08842;"Djeco Набір наліпок 160 шт ""Маленькі друзі""";38,000;2 911,32
Лютий 2024;Djeco;DJ08844;"Djeco Набір наліпок 160 шт ""Веселий транспорт""";2,000;125,76
Лютий 2024;Djeco;DJ08884;"Djeco Набір наліпок 160 шт ""Чаювання принцес""";47,000;3 496,14
Лютий 2024;Djeco;DJ08885;"Djeco Набір наліпок 160 шт ""Русалки""";39,000;2 963,46
Лютий 2024;Djeco;DJ08886;"Djeco Набір наліпок 160 шт ""Лицарі""";3,000;217,02
Лютий 2024;Djeco;DJ08896;"Djeco Набір для творчості - мозаїка ""На конячці""";1,000;268,14
Лютий 2024;Djeco;DJ08897;"Djeco Набір для творчості - мозаїка ""Білочка""";45,000;16 790,64
Лютий 2024;Djeco;DJ08930;"Djeco Набір для творчості ""Перлинна мозаїка""";6,000;3 371,40
Лютий 2024;Djeco;DJ08931;"Djeco Художній комплект з наліпками ""Марінс""";31,000;5 394,92
Лютий 2024;Djeco;DJ08932;"Djeco Набір наліпок для аплікації ""Створи тварину""";45,000;7 866,72
Лютий 2024;Djeco;DJ08934;"Djeco Художній комплект з наліпками ""Каламбур""";28,000;4 851,06
Лютий 2024;Djeco;DJ08952;"Djeco Набір для творчості з наліпками, що переміщуються ""Ярмарок""";7,000;1 397,40
Лютий 2024;Djeco;DJ08953;"Djeco Набір з переміщуваними наліпками ""Пригоди в морі""";8,000;1 919,94
Лютий 2024;Djeco;DJ08966;"Djeco Набір для творчості зі штампами ""Тварини та візерунки""";2,000;1 085,70
Лютий 2024;Djeco;DJ08968;"Djeco Набір для творчості ""Тропічний ліс""";6,000;4 121,28
Лютий 2024;Djeco;DJ08970;"Djeco Художній комплект ""Рухомі тварини""";2,000;654,48
Лютий 2024;Djeco;DJ08977;"Djeco Набір для творчості з фігурками ""Лицарі""";9,000;1 434,18
Лютий 2024;Djeco;DJ08982;"Djeco Набір для творчості ""Комахи""";12,000;6 209,46
Лютий 2024;Djeco;DJ08997;"Djeco Набір для творчості ""Світ для створення тварин""";19,000;10 584,42
Лютий 2024;Djeco;DJ09015;"Djeco Набір для творчості ""Фантазія""";38,000;30 562,92
Лютий 2024;Djeco;DJ09044;Djeco Набір для творчості з круглими наліпками;10,000;1 743,60
