Дата;Бренд;Артикул;Назва товару;Кількість, шт;Сума, грн;;
Вересень 2024;Djeco;DJ09839;"Djeco Набір для виготовлення прикрас ""Намистинки""";25,000;12 807,00;;
Вересень 2024;Djeco;DJ09863;"Djeco Художній комплект аплікація ""М'які істоти""";42,000;17 057,28;;
Вересень 2024;Djeco;DJ09864;"Djeco Художній комплект аплікація ""Солодка природа""";17,000;6 980,52;;
Вересень 2024;Djeco;DJ09867;"Djeco Набір для творчості ""М'які собаки""";65,000;32 183,88;;
Вересень 2024;Djeco;DJ09868;"Djeco Набір для творчості ""Кучеряві тварини""";25,000;10 356,00;;
Вересень 2024;Djeco;DJ09869;"Djeco Художній комплект колаж ""Весела піна""";5,000;2 270,58;;
Вересень 2024;Djeco;DJ09870;"Djeco Набір для творчості паперові фігури ""Сніп сніп""";6,000;1 308,60;;
Вересень 2024;Djeco;DJ09871;"Djeco Набір для творчості ""Пухнасті тварини""";17,000;10 095,96;;
Вересень 2024;Djeco;DJ09888;"Djeco Набір для творчості ""Охайно, але весело""";26,000;10 676,76;;
Вересень 2024;Djeco;DJ09897;"Djeco Набір для розфарбовування ""Сімейка лисиць""";24,000;16 387,86;;
Жовтень 2024;Djeco;DJ00010;"Djeco Набір для виготовлення браслетів дружби ""Серця""";4,000;2 041,92;;
Жовтень 2024;Djeco;DJ00014;"Djeco Набір для виготовлення браслетів дружби ""Веселка Куміхімо""";2,000;968,52;;
Жовтень 2024;Djeco;DJ00016;"Djeco Набір для виготовлення браслетів дружби ""Птахи в небі""";2,000;1 065,36;;
Жовтень 2024;Djeco;DJ00017;"Djeco Набір для виготовлення браслетів дружби ""Вишні""";2,000;1 065,36;;
Жовтень 2024;Djeco;DJ00025;"DJECO Набір для виготовлення намиста ""Сріблясті бульбашки""";43,000;21 458,76;;
Жовтень 2024;Djeco;DJ00026;"DJECO Набір для виготовлення намиста ""Золоті бульбашки""";59,000;29 146,80;;
Жовтень 2024;Djeco;DJ00054;"Djeco Набір фігурних наліпок ""Тварини Антарктики""";113,000;21 328,50;;
Жовтень 2024;Djeco;DJ00056;"Djeco Набір фігурних наліпок ""Тварини на фермі""";125,000;23 379,78;;
Жовтень 2024;Djeco;DJ00058;"Djeco Набір фігурних наліпок ""Птахи""";106,000;19 878,96;;
Жовтень 2024;Djeco;DJ00059;"Djeco Набір фігурних наліпок ""Тварини сафарі""";114,000;21 329,28;;
Жовтень 2024;Djeco;DJ00061;"DJECO Художній комплект для малювання ""Свійські тварини""";32,000;10 756,02;;
Жовтень 2024;Djeco;DJ00086;"DJECO Набір для творчості ""М'яке вбрання""";68,000;34 796,76;;
Жовтень 2024;Djeco;DJ01612;"Djeco Настільна гра ""Рахуй з пінгвінами""";4,000;2 659,26;;
Жовтень 2024;Djeco;DJ01663;"Djeco Розвиваюча гра ""Застібки""";2,000;772,56;;
Жовтень 2024;Djeco;DJ01666;"Djeco Розвиваюча гра ""Ремінці""";2,000;772,56;;
Жовтень 2024;Djeco;DJ01669;"Djeco Розвиваюча гра ""З'єднай тваринок""";2,000;656,52;;
Жовтень 2024;Djeco;DJ01698;"Djeco Набір ігор 4в1 ""Лудопарк""";2,000;1 755,60;;
Жовтень 2024;Djeco;DJ05092;"Djeco Карткова гра ""Весела плутанина""";52,000;14 579,04;;
Жовтень 2024;Djeco;DJ05096;"Djeco Карткова гра ""Містерікс""";28,000;8 103,18;;
Жовтень 2024;Djeco;DJ05098;"Djeco Гра ""Жахливий Бу""";6,000;2 250,06;;
Жовтень 2024;Djeco;DJ05104;"Djeco Гра ""БатаВаф""";27,000;7 469,28;;
Жовтень 2024;Djeco;DJ05108;"Djeco Гра ""Піполо""";22,000;5 697,60;;
Жовтень 2024;Djeco;DJ05117;"Djeco Гра ""Побудуй замок""";44,000;11 927,40;;
Жовтень 2024;Djeco;DJ05120;"Djeco Гра ""Тіп Топ Хлоп""";37,000;10 529,52;;
Жовтень 2024;Djeco;DJ05123;"Djeco Гра ""Горила""";25,000;7 118,40;;
Жовтень 2024;Djeco;DJ05136;"Djeco Гра ""Динозаври""";30,000;8 191,38;;
Жовтень 2024;Djeco;DJ05145;"Djeco Гра ""Збери баранчиків""";26,000;7 138,50;;
Жовтень 2024;Djeco;DJ05153;"Djeco Гра ""Занімалка""";2,000;916,98;;
Жовтень 2024;Djeco;DJ05161;"Djeco Гра ""Сардини"" ";30,000;13 013,58;;
Жовтень 2024;Djeco;DJ05169;"Djeco Гра ""Гримаси""";2,000;901,92;;
Жовтень 2024;Djeco;DJ05180;"Djeco Гра ""Лісові пригоди""";1,000;192,96;;
Жовтень 2024;Djeco;DJ05208;"Djeco Гра настільна бродилка ""Сачки і сходи""";49,000;20 200,26;;
Жовтень 2024;Djeco;DJ05218;Djeco Набір класичних ігор 12в1;46,000;46 669,02;;
Жовтень 2024;Djeco;DJ05236;"DJECO Гра ""Покер Джуніор""";111,000;55 517,64;;
Жовтень 2024;Djeco;DJ05270;"Djeco Гра настільна тактика ""Морський бій""";10,000;6 509,64;;
Жовтень 2024;Djeco;DJ05641;Djeco Конструктор Zig & Go - 27 дет;7,000;5 625,24;;
Жовтень 2024;Djeco;DJ05642;Djeco Конструктор Zig & Go - 25 дет;4,000;2 730,60;;
Жовтень 2024;Djeco;DJ06481;"Djeco Гра ""Дзеркальні картинки""";4,000;1 864,20;;
Жовтень 2024;Djeco;DJ06646;"Djeco Дерев'яна гра аплікація з молоточком ""Роботи""";3,000;1 738,80;;
Жовтень 2024;Djeco;DJ06970;"Djeco Карткова гра ""Міні Містігрі""";15,000;2 906,34;;
Жовтень 2024;Djeco;DJ07900;"Djeco Набір масок з мозаїкою Зроби сам ""Тварини""";49,000;17 335,86;;
Жовтень 2024;Djeco;DJ07901;"Djeco Набір головних прикрас з мозаїкою Зроби сам ""Принцеса""";46,000;17 190,18;;
Жовтень 2024;Djeco;DJ07922;"Djeco Набір Зроби сам ""Космічний калейдоскоп""";50,000;24 019,44;;
Жовтень 2024;Djeco;DJ07955;"Djeco Набір для творчості ""Кітті - дзвіночок""";4,000;1 662,66;;
Жовтень 2024;Djeco;DJ08132;"Djeco Набір настільних ігор ""Динозаври""";25,000;13 427,58;;
Жовтень 2024;Djeco;DJ08195;"DJECO Настільна гра ""Сенсіко""";164,000;56 359,14;;
Жовтень 2024;Djeco;DJ08198;"Djeco Гра настільна ""Анімо Мондо""";11,000;5 192,64;;
Жовтень 2024;Djeco;DJ08417;"Djeco Гра ""Блеф пірата""";8,000;5 633,28;;
Жовтень 2024;Djeco;DJ08451;"Djeco Настільна гра ""Поліссімо""";54,000;33 348,84;;
Жовтень 2024;Djeco;DJ08463;"Djeco Гра головоломка ""Кразікс""";75,000;39 949,74;;
Жовтень 2024;Djeco;DJ08464;"Djeco Гра головоломка ""Вудікс""";37,000;21 285,84;;
Жовтень 2024;Djeco;DJ08477;"Djeco Настільна гра ""Кубіссімо""";54,000;36 744,30;;
Жовтень 2024;Djeco;DJ08526;"Djeco Настільна гра ""Шкарпетковий монстр""";5,000;3 210,84;;
Жовтень 2024;Djeco;DJ08527;"Djeco Настільна гра ""Рапідо Метео""";7,000;4 192,68;;
Жовтень 2024;Djeco;DJ08533;"Djeco Гра настільна ""Маленький магазин""";57,000;34 640,10;;
Жовтень 2024;Djeco;DJ08535;"Djeco Гра ""Катуді""";3,000;1 895,82;;
Жовтень 2024;Djeco;DJ08540;"Djeco Настільна гра ""Логічний фініш""";3,000;1 627,62;;
Жовтень 2024;Djeco;DJ08542;"Djeco Гра настільна ""Знайди пропажу""";31,000;13 532,70;;
Жовтень 2024;Djeco;DJ08550;"Djeco Настільна гра ""Маленька доріжка""";77,000;42 035,40;;
Жовтень 2024;Djeco;DJ08557;"Djeco Настільна гра балансир ""Пірамідки""";58,000;38 548,86;;
Жовтень 2024;Djeco;DJ08571;"Djeco Гра ""Пожежники""";14,000;7 846,62;;
Жовтень 2024;Djeco;DJ08577;"Djeco Настільна гра ""Паніка в джунглях""";15,000;6 747,00;;
Жовтень 2024;Djeco;DJ08590;"DJECO Настільна гра ""Архілогіка""";3,000;1 598,22;;
Жовтень 2024;Djeco;DJ08661;"Djeco Художній комплект малювання кольоровим піском і блискітками ""Райдужні рибки""";4,000;2 369,64;;
Жовтень 2024;Djeco;DJ08664;Djeco Художній комплект колаж для найменших, 4 фігурки;59,000;34 735,32;;
Жовтень 2024;Djeco;DJ08678;"Djeco Художній комплект малювання кольоровим піском ""Чудово мило""";17,000;9 694,26;;
Жовтень 2024;Djeco;DJ08830;"Djeco Набір наліпок 160 шт ""Принцеса""";61,000;5 599,50;;
Жовтень 2024;Djeco;DJ08841;"Djeco Набір наліпок 160 шт ""Тварини""";53,000;5 188,08;;
Жовтень 2024;Djeco;DJ08842;"Djeco Набір наліпок 160 шт ""Маленькі друзі""";93,000;9 627,72;;
Жовтень 2024;Djeco;DJ08884;"Djeco Набір наліпок 160 шт ""Чаювання принцес""";30,000;2 966,28;;
Жовтень 2024;Djeco;DJ08885;"Djeco Набір наліпок 160 шт ""Русалки""";21,000;2 018,64;;
Жовтень 2024;Djeco;DJ08897;"Djeco Набір для творчості - мозаїка ""Білочка""";33,000;16 763,16;;
Жовтень 2024;Djeco;DJ08931;"Djeco Художній комплект з наліпками ""Марінс""";27,000;6 282,24;;
Жовтень 2024;Djeco;DJ08932;"Djeco Набір наліпок для аплікації ""Створи тварину""";49,000;11 206,26;;
Жовтень 2024;Djeco;DJ08934;"Djeco Художній комплект з наліпками ""Каламбур""";45,000;10 623,72;;
Жовтень 2024;Djeco;DJ08953;"Djeco Набір з переміщуваними наліпками ""Пригоди в морі""";2,000;481,68;;
Жовтень 2024;Djeco;DJ08966;"Djeco Набір для творчості зі штампами ""Тварини та візерунки""";1,000;386,28;;
Жовтень 2024;Djeco;DJ08982;"Djeco Набір для творчості ""Комахи""";26,000;15 103,50;;
Жовтень 2024;Djeco;DJ08997;"Djeco Набір для творчості ""Світ для створення тварин""";14,000;10 213,68;;
Жовтень 2024;Djeco;DJ09015;"Djeco Набір для творчості ""Фантазія""";41,000;40 786,26;;
Жовтень 2024;Djeco;DJ09056;"Djeco Набір для створення колажу ""Знову і знову""";55,000;17 489,04;;
Жовтень 2024;Djeco;DJ09057;"Djeco Набір для створення колажу ""Фігурні картинки""";59,000;18 057,18;;
Жовтень 2024;Djeco;DJ09063;"Djeco Художній комплект для малювання водою ""Що заховано в саду?""";14,000;4 719,84;;
Жовтень 2024;Djeco;DJ09064;"Djeco Художній комплект для малювання водою ""Що заховано у лісі?""";42,000;14 026,62;;
Жовтень 2024;Djeco;DJ09065;"Djeco Художній комплект для малювання водою ""Що навколо?""";16,000;5 495,70;;
Жовтень 2024;Djeco;DJ09066;"Djeco Художній комплект для малювання водою ""У дорозі""";13,000;4 639,80;;
Жовтень 2024;Djeco;DJ09071;"Djeco Набір для творчості з наліпками, що переміщуються ""Тварини""";16,000;4 070,04;;
Жовтень 2024;Djeco;DJ09072;"Djeco Набір з переміщуваними наклейками ""Будинок""";3,000;827,58;;
Жовтень 2024;Djeco;DJ09073;"Djeco Набір для творчості з наліпками, що переміщуються ""Автомобілі""";3,000;658,50;;
Жовтень 2024;Djeco;DJ09074;"Djeco Художній комплект для малювання водою ""В морі, в небі, на землі""";56,000;13 908,24;;
Жовтень 2024;Djeco;DJ09075;"Djeco Художній комплект для малювання водою ""В парку""";41,000;9 863,94;;
Жовтень 2024;Djeco;DJ09230;"Djeco Грим для обличчя, палітра 6 кольорів ""Природа""";162,000;43 013,64;;
Жовтень 2024;Djeco;DJ09231;"Djeco Грим для обличчя, палітра 6 кольорів ""Ніжність""";132,000;35 699,22;;
Жовтень 2024;Djeco;DJ09232;"Djeco Грим для обличчя, палітра 6 кольорів ""Металік""";68,000;19 486,50;;
Жовтень 2024;Djeco;DJ09268;"Djeco Набір наліпок ""Екзотика""";3,000;229,02;;
Жовтень 2024;Djeco;DJ09272;"DJECO Набір наліпок ""Сад""";34,000;3 386,34;;
Жовтень 2024;Djeco;DJ09292;"DJECO Набір для творчості ""Котик та його друзі""";75,000;65 527,56;;
Жовтень 2024;Djeco;DJ09293;"Djeco Набір для творчості ""Будиночки для тварин""";32,000;29 596,74;;
Жовтень 2024;Djeco;DJ09294;"Djeco Набір для творчості ""Підводний світ""";9,000;8 832,60;;
Жовтень 2024;Djeco;DJ09312;"Djeco Набір для творчості Фабрика мистецтва ""Діадеми""";1,000;289,62;;
Жовтень 2024;Djeco;DJ09320;"Djeco Набір для творчості ""Брошка Bunny Girl Factory E - text""";2,000;531,48;;
Жовтень 2024;Djeco;DJ09321;"Djeco Набір для творчості ""Брошка Sweet Unicorn E - texti""";1,000;332,16;;
Жовтень 2024;Djeco;DJ09330;"Djeco Набір для творчості ""Світ квітів""";8,000;9 896,70;;
Жовтень 2024;Djeco;DJ09331;"Djeco Набір для творчості ""Світ динозаврів""";2,000;2 491,14;;
Жовтень 2024;Djeco;DJ09332;"Djeco Набір для творчості ""Казкова скринька""";165,000;175 789,92;;
Жовтень 2024;Djeco;DJ09348;"Djeco Набір для творчості ""Проти світла""";38,000;29 047,44;;
Жовтень 2024;Djeco;DJ09381;"Djeco Художній комплект для малювання ""Балерина""";28,000;15 618,48;;
Жовтень 2024;Djeco;DJ09409;"Djeco Художній комплект малювання блискітками ""Казкова країна"" ";44,000;27 707,16;;
Жовтень 2024;Djeco;DJ09422;"Djeco Набір для творчості - мозаїка ""Глибоко в джунглях""";11,000;7 355,28;;
Жовтень 2024;Djeco;DJ09425;"Djeco Набір для творчості - мозаїка ""Милі тваринки""";46,000;21 739,14;;
Жовтень 2024;Djeco;DJ09428;"DJECO Набір для творчості ""В країні чудес""";95,000;51 379,56;;
Жовтень 2024;Djeco;DJ09436;"Djeco Набір для творчості ""Сад""";21,000;9 110,10;;
Жовтень 2024;Djeco;DJ09437;"Djeco Набір для творчості ""Ніч""";14,000;5 537,04;;
Жовтень 2024;Djeco;DJ09463;"Djeco Художні патчі металізовані ""Динозаври""";5,000;1 592,88;;
Жовтень 2024;Djeco;DJ09498;Djeco Набір для створення аксесуарів для волосся;14,000;4 905,96;;
Жовтень 2024;Djeco;DJ09499;Djeco Набір для створення каблучок;1,000;366,00;;
Жовтень 2024;Djeco;DJ09503;"Djeco Художній комплект малювання блискітками ""Блискучі метелики""";36,000;20 076,12;;
Жовтень 2024;Djeco;DJ09507;"Djeco Художній комплект малювання блискітками ""Сяючі русалки""";32,000;18 078,36;;
Жовтень 2024;Djeco;DJ09508;"Djeco Художній комплект малювання блискітками ""Аромат квітів""";46,000;25 956,90;;
Жовтень 2024;Djeco;DJ09522;"Djeco Набір для творчості ""Райські пташки""";5,000;3 244,08;;
Жовтень 2024;Djeco;DJ09524;"Djeco Художній комплект малювання кольоровим піском ""Чарівний карнавал""";48,000;27 347,82;;
Жовтень 2024;Djeco;DJ09575;"Djeco Набір наліпок на тіло ""Єдиноріг""";101,000;14 868,48;;
Жовтень 2024;Djeco;DJ09579;"Djeco Набір наліпок на тіло ""Забавні маленькі картинки""";19,000;2 869,68;;
Жовтень 2024;Djeco;DJ09584;"Djeco Набір наліпок на тіло ""Пірати""";55,000;8 312,04;;
Жовтень 2024;Djeco;DJ09585;"Djeco Набір наліпок на тіло ""Польові квіти""";153,000;21 926,64;;
Жовтень 2024;Djeco;DJ09586;"Djeco Набір наліпок на тіло ""Фіона""";35,000;5 241,30;;
Жовтень 2024;Djeco;DJ09587;"Djeco Набір наліпок на тіло ""Дженіс""";30,000;4 625,40;;
Жовтень 2024;Djeco;DJ09590;"Djeco Набір наліпок на тіло ""Космос""";38,000;5 896,92;;
Жовтень 2024;Djeco;DJ09591;"Djeco Набір наліпок на тіло ""Щаслива весна""";50,000;7 536,60;;
Жовтень 2024;Djeco;DJ09596;"Djeco Набір наліпок на тіло з райдужним переливом ""Талісмани""";31,000;4 996,14;;
Жовтень 2024;Djeco;DJ09612;"Djeco Набір наліпок на тіло ""Ласощі""";10,000;1 455,12;;
Жовтень 2024;Djeco;DJ09615;"Djeco Набір наліпок на тіло ""Яскраві пташки""";26,000;3 899,58;;
Жовтень 2024;Djeco;DJ09683;"DJECO Набір для розфарбовування ""Ігрові намети Ніни""";40,000;5 731,86;;
Жовтень 2024;Djeco;DJ09699;"DJECO Набір для розфарбовування ""Маленькі віконця Пупі""";90,000;12 739,74;;
Жовтень 2024;Djeco;DJ09807;"Djeco Набір для творчості з дерев'яними намистинами ""Маленькі тварини""";24,000;9 066,00;;
Жовтень 2024;Djeco;DJ09808;"Djeco Набір для творчості з дерев'яними намистинами ""Квіти""";50,000;17 695,98;;
Жовтень 2024;Djeco;DJ09809;"Djeco Набір для творчості з дерев'яними намистинами ""Пташки""";48,000;16 903,74;;
Жовтень 2024;Djeco;DJ09810;"Djeco Набір для творчості з дерев'яними намистинами ""Метелики""";107,000;38 068,26;;
Жовтень 2024;Djeco;DJ09837;"DJECO Набір для виготовлення обручів ""Скарби мрій""";29,000;16 621,80;;
Жовтень 2024;Djeco;DJ09838;"Djeco Набір для плетіння браслетів ""Яскраві браслети""";105,000;60 045,00;;
Жовтень 2024;Djeco;DJ09839;"Djeco Набір для виготовлення прикрас ""Намистинки""";56,000;28 902,66;;
Жовтень 2024;Djeco;DJ09863;"Djeco Художній комплект аплікація ""М'які істоти""";25,000;10 224,18;;
Жовтень 2024;Djeco;DJ09864;"Djeco Художній комплект аплікація ""Солодка природа""";25,000;10 456,08;;
Жовтень 2024;Djeco;DJ09867;"Djeco Набір для творчості ""М'які собаки""";157,000;81 792,78;;
Жовтень 2024;Djeco;DJ09868;"Djeco Набір для творчості ""Кучеряві тварини""";35,000;14 548,08;;
Жовтень 2024;Djeco;DJ09869;"Djeco Художній комплект колаж ""Весела піна""";64,000;32 508,96;;
Жовтень 2024;Djeco;DJ09871;"Djeco Набір для творчості ""Пухнасті тварини""";27,000;16 119,00;;
Жовтень 2024;Djeco;DJ09888;"Djeco Набір для творчості ""Охайно, але весело""";26,000;11 309,34;;
Жовтень 2024;Djeco;DJ09897;"Djeco Набір для розфарбовування ""Сімейка лисиць""";13,000;9 217,26;;
Листопад 2024;Djeco;DJ00010;"Djeco Набір для виготовлення браслетів дружби ""Серця""";12,000;6 075,84;;
Листопад 2024;Djeco;DJ00016;"Djeco Набір для виготовлення браслетів дружби ""Птахи в небі""";10,000;4 736,88;;
Листопад 2024;Djeco;DJ00025;"DJECO Набір для виготовлення намиста ""Сріблясті бульбашки""";10,000;5 120,22;;
Листопад 2024;Djeco;DJ00026;"DJECO Набір для виготовлення намиста ""Золоті бульбашки""";34,000;16 782,06;;
Листопад 2024;Djeco;DJ00030;"Djeco Набір для плетіння браслетів ""Срібний алфавіт""";8,000;3 995,04;;
Листопад 2024;Djeco;DJ00054;"Djeco Набір фігурних наліпок ""Тварини Антарктики""";28,000;4 780,20;;
Листопад 2024;Djeco;DJ00056;"Djeco Набір фігурних наліпок ""Тварини на фермі""";30,000;5 092,68;;
Листопад 2024;Djeco;DJ00058;"Djeco Набір фігурних наліпок ""Птахи""";27,000;4 713,72;;
Листопад 2024;Djeco;DJ00059;"Djeco Набір фігурних наліпок ""Тварини сафарі""";22,000;3 857,58;;
Листопад 2024;Djeco;DJ00061;"DJECO Художній комплект для малювання ""Свійські тварини""";2,000;708,36;;
Листопад 2024;Djeco;DJ00075;"Djeco Набір для творчості ""Торти та солодощі""";6,000;3 746,16;;
Листопад 2024;Djeco;DJ00086;"DJECO Набір для творчості ""М'яке вбрання""";75,000;38 864,64;;
Листопад 2024;Djeco;DJ00088;"Djeco Набір для творчості ""Спереду, ззаду, спереду""";10,000;2 806,20;;
Листопад 2024;Djeco;DJ00800;"Djeco Настільна гра ""Джунглі""";18,000;14 050,80;;
Листопад 2024;Djeco;DJ00806;"Djeco Настільна гра ""ОктоПуш""";12,000;10 492,56;;
Листопад 2024;Djeco;DJ00813;"Djeco Настільна гра ""Солітер""";24,000;14 984,64;;
Листопад 2024;Djeco;DJ00815;"Djeco Настільна гра ""Червоний віслюк""";6,000;3 746,16;;
Листопад 2024;Djeco;DJ00817;"Djeco Настільна гра ""Космічна орбіта""";12,000;11 242,80;;
Листопад 2024;Djeco;DJ00823;"Djeco Набір для творчості ""Намалюй жука""";12,000;6 742,80;;
Листопад 2024;Djeco;DJ00824;"Djeco Настільна гра ""Мавпяча піраміда""";18,000;12 926,52;;
Листопад 2024;Djeco;DJ01612;"Djeco Настільна гра ""Рахуй з пінгвінами""";55,000;35 802,78;;
Листопад 2024;Djeco;DJ01663;"Djeco Розвиваюча гра ""Застібки""";8,000;5 328,00;;
Листопад 2024;Djeco;DJ01666;"Djeco Розвиваюча гра ""Ремінці""";16,000;10 013,28;;
Листопад 2024;Djeco;DJ01669;"Djeco Розвиваюча гра ""З'єднай тваринок""";14,000;7 448,28;;
Листопад 2024;Djeco;DJ01698;"Djeco Набір ігор 4в1 ""Лудопарк""";21,000;18 885,96;;
Листопад 2024;Djeco;DJ02095;"Djeco Ігровий набір для свята ""Піратська вечірка""";3,000;428,55;;
Листопад 2024;Djeco;DJ05079;"DJECO Карткова гра ""Приховані тварини""";24,000;6 734,88;;
Листопад 2024;Djeco;DJ05081;"DJECO Карткова гра ""Колода Дракона""";24,000;6 734,88;;
Листопад 2024;Djeco;DJ05082;"DJECO Карткова гра ""Чарівний матч""";24,000;8 684,64;;
Листопад 2024;Djeco;DJ05084;"DJECO Карткова гра ""Золотий потяг""";8,000;2 745,12;;
Листопад 2024;Djeco;DJ05085;"DJECO Карткова гра ""Рок-гурт""";8,000;2 244,96;;
Листопад 2024;Djeco;DJ05092;"Djeco Карткова гра ""Весела плутанина""";43,000;12 402,42;;
Листопад 2024;Djeco;DJ05096;"Djeco Карткова гра ""Містерікс""";69,000;20 309,34;;
Листопад 2024;Djeco;DJ05098;"Djeco Гра ""Жахливий Бу""";88,000;34 790,94;;
Листопад 2024;Djeco;DJ05104;"Djeco Гра ""БатаВаф""";28,000;8 179,50;;
Листопад 2024;Djeco;DJ05108;"Djeco Гра ""Піполо""";86,000;25 249,74;;
Листопад 2024;Djeco;DJ05113;"Djeco Гра ""Piratatak""";16,000;4 489,92;;
Листопад 2024;Djeco;DJ05114;"Djeco Гра ""Бата Му""";1,000;142,85;;
Листопад 2024;Djeco;DJ05117;"Djeco Гра ""Побудуй замок""";90,000;25 697,82;;
Листопад 2024;Djeco;DJ05119;"Djeco Гра ""Piou Piou""";40,000;11 224,80;;
Листопад 2024;Djeco;DJ05120;"Djeco Гра ""Тіп Топ Хлоп""";38,000;10 913,87;;
Листопад 2024;Djeco;DJ05123;"Djeco Гра ""Горила""";71,000;20 467,08;;
Листопад 2024;Djeco;DJ05126;"Djeco Гра ""M?chanlou""";8,000;2 244,96;;
Листопад 2024;Djeco;DJ05127;"Djeco Гра ""Пітіт Кемс""";3,000;213,26;;
Листопад 2024;Djeco;DJ05135;"Djeco Гра ""RECTO VERSO""";1,000;142,85;;
Листопад 2024;Djeco;DJ05136;"Djeco Гра ""Динозаври""";68,000;19 822,02;;
Листопад 2024;Djeco;DJ05141;"Djeco Гра ""Містікет""";8,000;2 244,96;;
Листопад 2024;Djeco;DJ05144;"Djeco Гра ""Школа магії""";8,000;2 244,96;;
Листопад 2024;Djeco;DJ05145;"Djeco Гра ""Збери баранчиків""";84,000;24 424,74;;
Листопад 2024;Djeco;DJ05148;"Djeco Гра ""Котакоте""";8,000;2 495,04;;
Листопад 2024;Djeco;DJ05153;"Djeco Гра ""Занімалка""";73,000;32 482,50;;
Листопад 2024;Djeco;DJ05161;"Djeco Гра ""Сардини"" ";75,000;31 805,67;;
Листопад 2024;Djeco;DJ05169;"Djeco Гра ""Гримаси""";21,000;9 268,74;;
Листопад 2024;Djeco;DJ05176;"Djeco Гра ""Додо""";24,000;10 484,64;;
Листопад 2024;Djeco;DJ05182;"Djeco Гра ""Geomemorix""";1,000;178,73;;
Листопад 2024;Djeco;DJ05183;"Djeco Гра ""Скарби""";1,000;142,85;;
Листопад 2024;Djeco;DJ05186;"Djeco Гра ""Мармозетки""";3,000;428,54;;
Листопад 2024;Djeco;DJ05190;"Djeco Гра ""Сови""";2,000;357,45;;
Листопад 2024;Djeco;DJ05193;"Djeco Гра ""Швидкі монстри""";1,000;214,67;;
Листопад 2024;Djeco;DJ05208;"Djeco Гра настільна бродилка ""Сачки і сходи""";120,000;53 461,38;;
Листопад 2024;Djeco;DJ05209;"Djeco Гра настільна ""Yam's junior""";12,000;5 992,56;;
Листопад 2024;Djeco;DJ05212;"Djeco Гра ""З гусені на метелика""";4,000;1 002,20;;
Листопад 2024;Djeco;DJ05218;Djeco Набір класичних ігор 12в1;25,000;25 234,08;;
Листопад 2024;Djeco;DJ05219;Djeco Набір класичних ігор;6,000;7 871,40;;
Листопад 2024;Djeco;DJ05225;"Djeco Настільна гра ""Шахи""";8,000;4 994,88;;
Листопад 2024;Djeco;DJ05236;"DJECO Гра ""Покер Джуніор""";32,000;16 650,06;;
Листопад 2024;Djeco;DJ05270;"Djeco Гра настільна тактика ""Морський бій""";65,000;43 316,10;;
Листопад 2024;Djeco;DJ05641;Djeco Конструктор Zig & Go - 27 дет;28,000;26 075,83;;
Листопад 2024;Djeco;DJ05642;Djeco Конструктор Zig & Go - 25 дет;37,000;28 874,80;;
Листопад 2024;Djeco;DJ05997;Djeco Тримач для гральних карт;24,000;4 334,40;;
Листопад 2024;Djeco;DJ06481;"Djeco Гра ""Дзеркальні картинки""";22,000;11 222,88;;
Листопад 2024;Djeco;DJ06516;"Djeco Гра ""OSCAR & CANNELLE""";32,000;24 579,84;;
Листопад 2024;Djeco;DJ06646;"Djeco Дерев'яна гра аплікація з молоточком ""Роботи""";28,000;24 108,96;;
Листопад 2024;Djeco;DJ06970;"Djeco Карткова гра ""Міні Містігрі""";39,000;7 694,12;;
Листопад 2024;Djeco;DJ06971;"Djeco Карткова гра ""Мелі Мело""";3,000;859,29;;
Листопад 2024;Djeco;DJ06972;"Djeco Настільна гра ""Маленька вечірка""";18,000;19 113,84;;
Листопад 2024;Djeco;DJ06980;"Djeco Міс Ліліпінк - Набір наклейок ""Ліліроза""";10,000;2 368,80;;
Листопад 2024;Djeco;DJ06981;"Djeco Міс Ліліпінк - Набір наліпок ""Лілірубі""";10,000;2 368,80;;
Листопад 2024;Djeco;DJ07900;"Djeco Набір масок з мозаїкою Зроби сам ""Тварини""";52,000;18 611,82;;
Листопад 2024;Djeco;DJ07901;"Djeco Набір головних прикрас з мозаїкою Зроби сам ""Принцеса""";160,000;54 986,40;;
Листопад 2024;Djeco;DJ07906;"Djeco Набір Зроби сам ""Скринька""";3,000;1 289,98;;
Листопад 2024;Djeco;DJ07922;"Djeco Набір Зроби сам ""Космічний калейдоскоп""";86,000;44 036,58;;
Листопад 2024;Djeco;DJ07942;"Djeco Набір для творчості ""Сонячний табір""";12,000;11 242,80;;
Листопад 2024;Djeco;DJ07955;"Djeco Набір для творчості ""Кітті - дзвіночок""";38,000;17 518,38;;
Листопад 2024;Djeco;DJ07956;"Djeco Набір для творчості ""Зоряний передзвін""";2,000;464,14;;
Листопад 2024;Djeco;DJ07961;"Djeco Ловець снів Зроби сам ""Сова""";6,000;2 508,84;;
Листопад 2024;Djeco;DJ07962;"Djeco Ловець снів Зроби сам ""Русалонька""";6,000;2 508,84;;
Листопад 2024;Djeco;DJ07963;"Djeco Набір для створення ловця снів ""Фея лотоса""";6,000;2 508,84;;
Листопад 2024;Djeco;DJ07970;"Djeco Набір Зроби сам ""Блокнотики""";1,000;358,18;;
Листопад 2024;Djeco;DJ08132;"Djeco Набір настільних ігор ""Динозаври""";62,000;36 330,18;;
Листопад 2024;Djeco;DJ08142;"Djeco Гра - мозаїка ""Качина компанія""";12,000;10 117,44;;
