Партнер,Артикул,Период,Бренд,forecast_monthly,demand_lead_time,safety_stock,reorder_point,current_stock_orc,recommended_order
Віват Канцелярія,DJ09707,2026-02,Djeco,0.0,0.0,1.3,1.3,0.0,1
Віват Канцелярія,DJ09579,2026-02,Djeco,0.0,0.0,1.4,1.4,0.0,1
Віват Канцелярія,DJ09524,2026-02,Djeco,0.0,0.0,1.3,1.3,0.0,1
Віват Канцелярія,DJ09503,2026-02,Djeco,0.0,0.0,1.2,1.2,0.0,1
Віват Канцелярія,DJ09500,2026-02,Djeco,0.0,0.0,0.7,0.7,0.0,1
Віват Канцелярія,DJ09499,2026-02,Djeco,0.0,0.0,1.3,1.3,0.0,1
Віват Канцелярія,DJ09460,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
Віват Канцелярія,DJ09332,2026-02,Djeco,0.0,0.0,1.1,1.1,0.0,1
Віват Канцелярія,DJ09130,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Віват Канцелярія,DJ09114,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Віват Канцелярія,DJ09113,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Віват Канцелярія,DJ09112,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Віват Канцелярія,DJ09071,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Віват Канцелярія,DJ09065,2026-02,Djeco,0.7,1.3,0.1,1.4,0.0,1
Віват Канцелярія,DJ08997,2026-02,Djeco,0.0,0.0,1.0,1.0,0.0,1
Віват Канцелярія,DJ08931,2026-02,Djeco,0.0,0.0,1.1,1.1,0.0,1
Віват Канцелярія,DJ08661,2026-02,Djeco,0.0,0.0,1.2,1.2,0.0,1
Віват Канцелярія,DJ08595,2026-02,Djeco,0.0,0.0,1.1,1.1,0.0,1
Віват Канцелярія,DJ08542,2026-02,Djeco,0.0,0.0,1.1,1.1,0.0,1
Віват Канцелярія,DJ08478,2026-02,Djeco,0.0,0.0,0.7,0.7,0.0,1
Віват Канцелярія,DJ08464,2026-02,Djeco,0.0,0.0,1.1,1.1,0.0,1
Віват Канцелярія,DJ08443,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Віват Канцелярія,DJ08417,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Акварель,DJ09465,2026-02,Djeco,0.0,0.0,0.6,0.6,0.0,1
Акварель,DJ09463,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
Акварель,DJ09462,2026-02,Djeco,0.0,0.0,1.4,1.4,0.0,1
ІМ-МауДау,216320I,2026-02,Infantino,0.0,0.0,1.2,1.2,0.0,1
ІМ-МауДау,DD03766,2026-02,Djeco,0.0,0.0,0.6,0.6,0.0,1
ІМ-МауДау,316577,2026-02,Infantino,0.0,0.0,0.6,0.6,0.0,1
ІМ-МауДау,316196,2026-02,Infantino,0.0,0.0,0.8,0.8,0.0,1
ІМ-МауДау,316051I,2026-02,Infantino,0.0,0.0,0.6,0.6,0.0,1
ІМ-МауДау,315338,2026-02,Infantino,0.0,0.0,0.7,0.7,0.0,1
ІМ-МауДау,315238,2026-02,Infantino,0.0,0.0,1.0,1.0,0.0,1
ІМ-МауДау,315107,2026-02,Infantino,0.0,0.0,0.7,0.7,0.0,1
ІМ-МауДау,306307I,2026-02,Infantino,0.0,0.0,1.2,1.2,0.0,1
ІМ-МауДау,305031,2026-02,Infantino,0.0,0.0,0.7,0.7,0.0,1
ІМ-МауДау,304890I,2026-02,Infantino,0.0,0.0,1.4,1.4,0.0,1
ІМ-МауДау,304889I,2026-02,Infantino,0.0,0.0,0.7,0.7,0.0,1
ІМ-МауДау,216569,2026-02,Infantino,0.0,0.0,1.5,1.5,0.0,1
ІМ-МауДау,216429I,2026-02,Infantino,0.0,0.0,0.7,0.7,0.0,1
ІМ-МауДау,216314_I,2026-02,Infantino,0.0,0.0,1.1,1.1,0.0,1
ІМ-МауДау,DJ00059,2026-02,Djeco,0.0,0.0,0.7,0.7,0.0,1
ІМ-МауДау,216267I,2026-02,Infantino,0.0,0.0,0.6,0.6,0.0,1
ІМ-МауДау,206688I,2026-02,Infantino,0.0,0.0,1.0,1.0,0.0,1
ІМ-МауДау,206301I,2026-02,Infantino,0.0,0.0,0.7,0.7,0.0,1
ІМ-МауДау,005362I,2026-02,Infantino,0.0,0.0,1.2,1.2,0.0,1
ІМ-Алло,W3301h,2026-02,Cubic Fun,0.0,0.0,0.7,0.7,0.0,1
ІМ-Алло,T4018h,2026-02,Cubic Fun,0.0,0.0,1.1,1.1,0.0,1
ІМ-Алло,T4017h,2026-02,Cubic Fun,0.0,0.0,1.5,1.5,0.0,1
ІМ-Алло,MC255h,2026-02,Cubic Fun,0.0,0.0,0.9,0.9,0.0,1
ІМ-Алло,DS1177h,2026-02,Cubic Fun,0.3,0.7,0.4,1.0,0.0,1
ІМ-Алло,DS1079h,2026-02,Cubic Fun,0.0,0.0,0.7,0.7,0.0,1
Єва Тойс,DS1087h,2026-02,Cubic Fun,0.0,0.0,0.7,0.7,0.0,1
Єва,W3303h,2026-02,Cubic Fun,0.0,0.0,0.6,0.6,0.0,1
Єва,W3302h,2026-02,Cubic Fun,0.0,0.0,1.3,1.3,0.0,1
ІМ-МауДау,DJ00054,2026-02,Djeco,0.0,0.0,1.3,1.3,0.0,1
ІМ-МауДау,DJ01482,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
ІМ-МауДау,W3302h,2026-02,Cubic Fun,0.0,0.0,1.2,1.2,0.0,1
ІМ-МауДау,DJ09063,2026-02,Djeco,0.0,0.0,0.6,0.6,0.0,1
ІМ-МауДау,W3300h,2026-02,Cubic Fun,0.0,0.0,0.9,0.9,0.0,1
ІМ-МауДау,S3018h,2026-02,Cubic Fun,0.0,0.0,1.3,1.3,0.0,1
ІМ-МауДау,S3009h,2026-02,Cubic Fun,0.0,0.0,1.0,1.0,0.0,1
ІМ-МауДау,S3006h,2026-02,Cubic Fun,0.0,0.0,1.1,1.1,0.0,1
ІМ-МауДау,L523h,2026-02,Cubic Fun,0.0,0.0,1.3,1.3,0.0,1
ІМ-МауДау,DS1087h,2026-02,Cubic Fun,0.0,0.0,0.7,0.7,0.0,1
ІМ-МауДау,DS0986h,2026-02,Cubic Fun,0.0,0.0,1.0,1.0,0.0,1
ІМ-МауДау,DJ09837,2026-02,Djeco,0.0,0.0,0.7,0.7,0.0,1
ІМ-МауДау,DJ09809,2026-02,Djeco,0.0,0.0,0.7,0.7,0.0,1
ІМ-МауДау,DJ09684,2026-02,Djeco,0.0,0.0,0.7,0.7,0.0,1
ІМ-МауДау,DJ09587,2026-02,Djeco,0.0,0.0,0.6,0.6,0.0,1
ІМ-МауДау,DJ09585,2026-02,Djeco,0.0,0.0,0.6,0.6,0.0,1
ІМ-МауДау,DJ09075,2026-02,Djeco,0.0,0.0,1.0,1.0,0.0,1
ІМ-МауДау,DJ08860,2026-02,Djeco,0.0,0.0,0.8,0.8,0.0,1
ІМ-МауДау,DJ03085,2026-02,Djeco,0.0,0.0,0.7,0.7,0.0,1
ІМ-МауДау,DJ08830,2026-02,Djeco,0.0,0.0,0.7,0.7,0.0,1
ІМ-МауДау,DJ08510,2026-02,Djeco,0.0,0.0,1.3,1.3,0.0,1
ІМ-МауДау,DJ08266,2026-02,Djeco,0.0,0.0,0.7,0.7,0.0,1
ІМ-МауДау,DJ08196,2026-02,Djeco,0.0,0.0,1.4,1.4,0.0,1
ІМ-МауДау,DJ08158,2026-02,Djeco,0.0,0.0,0.6,0.6,0.0,1
ІМ-МауДау,DJ08132,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
ІМ-МауДау,DJ08120,2026-02,Djeco,0.0,0.0,1.3,1.3,0.0,1
ІМ-МауДау,DJ07161,2026-02,Djeco,0.0,0.0,1.0,1.0,0.0,1
ІМ-МауДау,DJ07114,2026-02,Djeco,0.0,0.0,0.7,0.7,0.0,1
ІМ-МауДау,DJ07112,2026-02,Djeco,0.0,0.0,0.7,0.7,0.0,1
ІМ-МауДау,DJ05208,2026-02,Djeco,0.0,0.0,1.3,1.3,0.0,1
ІМ-МауДау,DJ05096,2026-02,Djeco,0.0,0.0,0.7,0.7,0.0,1
ІМ-МауДау,DJ03086,2026-02,Djeco,0.0,0.0,1.3,1.3,0.0,1
Єва,W3301h,2026-02,Cubic Fun,0.0,0.0,1.3,1.3,0.0,1
Єва,T4039h,2026-02,Cubic Fun,0.0,0.0,0.5,0.5,0.0,1
Єва,T4035h,2026-02,Cubic Fun,0.0,0.0,0.7,0.7,0.0,1
Єва,305079,2026-02,Infantino,0.0,0.0,1.3,1.3,0.0,1
Єва,C238h,2026-02,Cubic Fun,0.0,0.0,0.5,0.5,0.0,1
Єва,C080h,2026-02,Cubic Fun,0.0,0.0,0.5,0.5,0.0,1
Єва,C060h,2026-02,Cubic Fun,0.0,0.0,0.5,0.5,0.0,1
Єва,316745I,2026-02,Infantino,0.0,0.0,1.0,1.0,0.0,1
Єва,316638,2026-02,Infantino,0.0,0.0,1.4,1.4,0.0,1
Єва,316329,2026-02,Infantino,0.0,0.0,1.3,1.3,0.0,1
Єва,315281,2026-02,Infantino,0.0,0.0,0.8,0.8,0.0,1
Єва,315280,2026-02,Infantino,0.0,0.0,1.0,1.0,0.0,1
Єва,315238,2026-02,Infantino,0.0,0.0,0.7,0.7,0.0,1
Єва,315206,2026-02,Infantino,0.0,0.0,0.7,0.7,0.0,1
Єва,315201,2026-02,Infantino,0.0,0.0,0.7,0.7,0.0,1
Єва,315093I,2026-02,Infantino,0.0,0.0,0.8,0.8,0.0,1
Єва,305195,2026-02,Infantino,0.0,0.0,0.9,0.9,0.0,1
Єва,304893I,2026-02,Infantino,0.0,0.0,0.5,0.5,0.0,1
Єва,T4019h,2026-02,Cubic Fun,0.0,0.0,0.5,0.5,0.0,1
Єва,216571I,2026-02,Infantino,0.0,0.0,0.5,0.5,0.0,1
Єва,216429I,2026-02,Infantino,0.0,0.0,1.1,1.1,0.0,1
Єва,216428I,2026-02,Infantino,0.0,0.0,0.5,0.5,0.0,1
Єва,216267I,2026-02,Infantino,0.0,0.0,0.7,0.7,0.0,1
Єва,216185I,2026-02,Infantino,0.0,0.0,0.5,0.5,0.0,1
Єва,216184I,2026-02,Infantino,0.0,0.0,0.5,0.5,0.0,1
Єва,212019I,2026-02,Infantino,0.0,0.0,0.5,0.5,0.0,1
Єва,212017I,2026-02,Infantino,0.0,0.0,0.5,0.5,0.0,1
Єва,206893I,2026-02,Infantino,0.0,0.0,0.7,0.7,0.0,1
Єва,005364,2026-02,unknown,0.0,0.0,1.0,1.0,0.0,1
Єва,005060I,2026-02,Infantino,0.0,0.0,0.7,0.7,0.0,1
Єва,005059I,2026-02,Infantino,0.0,0.0,0.5,0.5,0.0,1
Єва,004909I,2026-02,Infantino,0.0,0.0,1.0,1.0,0.0,1
Єва,C241h,2026-02,Cubic Fun,0.0,0.0,0.5,0.5,0.0,1
Єва,C242h,2026-02,Cubic Fun,0.0,0.0,1.3,1.3,0.0,1
Єва,DJ08158,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Єва,DJ09065,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Єва,T4018h,2026-02,Cubic Fun,0.0,0.0,0.5,0.5,0.0,1
Єва,T4017h,2026-02,Cubic Fun,0.0,0.0,0.5,0.5,0.0,1
Єва,T4012h,2026-02,Cubic Fun,0.0,0.0,1.5,1.5,0.0,1
Єва,T4011h,2026-02,Cubic Fun,0.0,0.0,0.5,0.5,0.0,1
Єва,T4005h,2026-02,Cubic Fun,0.0,0.0,0.5,0.5,0.0,1
Єва,S3015h,2026-02,Cubic Fun,0.0,0.0,1.3,1.3,0.0,1
Єва,S3010h,2026-02,Cubic Fun,0.0,0.0,0.7,0.7,0.0,1
Єва,S3008h,2026-02,Cubic Fun,0.0,0.0,1.3,1.3,0.0,1
Єва,P867h,2026-02,Cubic Fun,0.0,0.0,0.7,0.7,0.0,1
Єва,P865h,2026-02,Cubic Fun,0.0,0.0,0.5,0.5,0.0,1
Єва,MC267h,2026-02,Cubic Fun,0.0,0.0,0.7,0.7,0.0,1
Єва,MC256h,2026-02,Cubic Fun,0.0,0.0,0.5,0.5,0.0,1
Єва,MC254h,2026-02,Cubic Fun,0.0,0.0,0.7,0.7,0.0,1
Єва,MC253h,2026-02,Cubic Fun,0.0,0.0,1.0,1.0,0.0,1
Єва,L540h,2026-02,Cubic Fun,0.0,0.0,0.7,0.7,0.0,1
Єва,L532h,2026-02,Cubic Fun,0.0,0.0,0.8,0.8,0.0,1
Єва,L525h,2026-02,Cubic Fun,0.0,0.0,0.5,0.5,0.0,1
Єва,DS1098h,2026-02,Cubic Fun,0.0,0.0,0.5,0.5,0.0,1
Єва,DS1090h,2026-02,Cubic Fun,0.0,0.0,0.8,0.8,0.0,1
Єва,DS1087h,2026-02,Cubic Fun,0.0,0.0,0.7,0.7,0.0,1
Єва,DS1054h,2026-02,Cubic Fun,0.0,0.0,0.5,0.5,0.0,1
Єва,DS0992h,2026-02,Cubic Fun,0.0,0.0,0.5,0.5,0.0,1
Єва,DS0990h,2026-02,Cubic Fun,0.0,0.0,0.7,0.7,0.0,1
Єва,DS0981h,2026-02,Cubic Fun,0.0,0.0,0.5,0.5,0.0,1
Єва,DS0980h,2026-02,Cubic Fun,0.0,0.0,0.5,0.5,0.0,1
Єва,DS0978h,2026-02,Cubic Fun,0.0,0.0,0.7,0.7,0.0,1
Єва,DS0976h,2026-02,Cubic Fun,0.0,0.0,0.5,0.5,0.0,1
ІМ-МауДау,W3301h,2026-02,Cubic Fun,0.0,0.0,0.7,0.7,0.0,1
ІМ-МауДау,W3303h,2026-02,Cubic Fun,0.0,0.0,1.5,1.5,0.0,1
Акварель,DJ09460,2026-02,Djeco,0.0,0.0,1.4,1.4,0.0,1
ІМ-Розетка,L532h,2026-02,Cubic Fun,0.0,0.0,0.9,0.9,0.0,1
Акварель,DJ01258,2026-02,Djeco,0.0,0.0,1.4,1.4,0.0,1
Акварель,DD04809,2026-02,Djeco,0.0,0.0,1.1,1.1,0.0,1
Акварель,DD04808,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
Акварель,DD04805,2026-02,Djeco,0.0,0.0,1.2,1.2,0.0,1
Акварель,DD04804,2026-02,Djeco,0.0,0.0,1.1,1.1,0.0,1
Акварель,DD04717,2026-02,Djeco,0.0,0.0,1.2,1.2,0.0,1
Акварель,DD03615,2026-02,Djeco,0.0,0.0,0.6,0.6,0.0,1
Акварель,C058h,2026-02,Cubic Fun,0.0,0.0,0.5,0.5,0.0,1
Акварель,004854I,2026-02,Infantino,0.0,0.0,0.5,0.5,0.0,1
Авіація Галичини,C044h,2026-02,Cubic Fun,0.0,0.0,0.7,0.7,0.0,1
ІМ-Розетка,W3301h,2026-02,Cubic Fun,0.0,0.0,1.1,1.1,0.0,1
ІМ-Розетка,T4039h,2026-02,Cubic Fun,0.0,0.0,1.3,1.3,0.0,1
ІМ-Розетка,T4035h,2026-02,Cubic Fun,0.0,0.0,1.0,1.0,0.0,1
ІМ-Розетка,DS1083h,2026-02,Cubic Fun,0.0,0.0,0.6,0.6,0.0,1
Акварель,DJ02091,2026-02,Djeco,0.0,0.0,1.0,1.0,0.0,1
ІМ-Розетка,DS1082h,2026-02,Cubic Fun,0.0,0.0,0.6,0.6,0.0,1
ІМ-Розетка,DS1079h,2026-02,Cubic Fun,0.0,0.0,0.7,0.7,0.0,1
ІМ-Розетка,DS1058h,2026-02,Cubic Fun,0.0,0.0,0.7,0.7,0.0,1
ІМ-Розетка,DS1053h,2026-02,Cubic Fun,0.0,0.0,0.6,0.6,0.0,1
ІМ-Розетка,DS1052h,2026-02,Cubic Fun,0.0,0.0,0.7,0.7,0.0,1
ІМ-Розетка,DS0992h,2026-02,Cubic Fun,0.0,0.0,1.4,1.4,0.0,1
ІМ-Розетка,DS0981h,2026-02,Cubic Fun,0.0,0.0,0.9,0.9,0.0,1
ІМ-Розетка,DS0976h,2026-02,Cubic Fun,0.0,0.0,1.2,1.2,0.0,1
ІМ-Розетка,DJ09871,2026-02,Djeco,0.0,0.0,1.4,1.4,0.0,1
ІМ-Розетка,DJ09869,2026-02,Djeco,0.0,0.0,0.7,0.7,0.0,1
ІМ-Розетка,DJ09864,2026-02,Djeco,0.0,0.0,1.4,1.4,0.0,1
ІМ-Розетка,DJ09839,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
ІМ-Розетка,DJ09837,2026-02,Djeco,0.4,0.7,0.5,1.3,0.0,1
Акварель,DJ01641,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Акварель,DJ04785,2026-02,Djeco,0.0,0.0,1.0,1.0,0.0,1
ІМ-Розетка,004896I,2026-02,Infantino,0.0,0.0,0.9,0.9,0.0,1
Акварель,DJ08195,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Акварель,DJ09311,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
Акварель,DJ09210,2026-02,Djeco,0.0,0.0,0.6,0.6,0.0,1
Акварель,DJ09071,2026-02,Djeco,0.0,0.0,1.4,1.4,0.0,1
Акварель,DJ08952,2026-02,Djeco,0.0,0.0,0.6,0.6,0.0,1
Акварель,DJ08914,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Акварель,DJ08913,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Акварель,DJ08661,2026-02,Djeco,0.0,0.0,1.4,1.4,0.0,1
Акварель,DJ08657,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Акварель,DJ08642,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Акварель,DJ08640,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Акварель,DJ08590,2026-02,Djeco,0.0,0.0,1.1,1.1,0.0,1
Акварель,DJ08505,2026-02,Djeco,0.0,0.0,0.8,0.8,0.0,1
Акварель,DJ08443,2026-02,Djeco,0.0,0.0,0.6,0.6,0.0,1
Акварель,DJ07970,2026-02,Djeco,0.0,0.0,0.6,0.6,0.0,1
Акварель,DJ05099,2026-02,Djeco,0.0,0.0,0.6,0.6,0.0,1
Акварель,DJ07956,2026-02,Djeco,0.0,0.0,0.6,0.6,0.0,1
Акварель,DJ07906,2026-02,Djeco,0.0,0.0,0.8,0.8,0.0,1
Акварель,DJ07256,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Акварель,DJ07241,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
Акварель,DJ07218,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Акварель,DJ07205,2026-02,Djeco,0.0,0.0,1.1,1.1,0.0,1
Акварель,DJ06481,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Акварель,DJ06432,2026-02,Djeco,0.0,0.0,1.0,1.0,0.0,1
Акварель,DJ06103,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Акварель,DJ05642,2026-02,Djeco,0.0,0.0,1.4,1.4,0.0,1
Акварель,DJ05357,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Акварель,DJ05300,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Акварель,DJ05153,2026-02,Djeco,0.0,0.0,1.2,1.2,0.0,1
ІМ-Розетка,DJ09810,2026-02,Djeco,0.0,0.0,1.2,1.2,0.0,1
ІМ-Розетка,DJ09684,2026-02,Djeco,0.0,0.0,1.1,1.1,0.0,1
ІМ-Розетка,DJ09590,2026-02,Djeco,0.0,0.0,0.8,0.8,0.0,1
ІМ-Розетка,315364,2026-02,Infantino,0.0,0.0,0.5,0.5,0.0,1
ІМ-Розетка,DJ01666,2026-02,Djeco,0.0,0.0,0.7,0.7,0.0,1
ІМ-Розетка,DJ01612,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
ІМ-Розетка,DJ00070,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
ІМ-Розетка,DJ00059,2026-02,Djeco,0.0,0.0,1.2,1.2,0.0,1
ІМ-Розетка,DJ00058,2026-02,Djeco,0.0,0.0,1.4,1.4,0.0,1
ІМ-Розетка,DJ00056,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
ІМ-Розетка,DJ00054,2026-02,Djeco,0.0,0.0,1.4,1.4,0.0,1
ІМ-Розетка,DD03754,2026-02,Djeco,0.0,0.0,1.5,1.5,0.0,1
ІМ-Розетка,C094h,2026-02,Cubic Fun,0.0,0.0,0.8,0.8,0.0,1
ІМ-Розетка,C080h,2026-02,Cubic Fun,0.0,0.0,1.1,1.1,0.0,1
ІМ-Розетка,C060h,2026-02,Cubic Fun,0.0,0.0,1.3,1.3,0.0,1
ІМ-Розетка,316196,2026-02,Infantino,0.0,0.0,0.7,0.7,0.0,1
ІМ-Розетка,316188I,2026-02,Infantino,0.0,0.0,1.2,1.2,0.0,1
ІМ-Розетка,315281,2026-02,Infantino,0.0,0.0,1.1,1.1,0.0,1
ІМ-Розетка,DJ09586,2026-02,Djeco,0.0,0.0,1.2,1.2,0.0,1
ІМ-Розетка,306606,2026-02,Infantino,0.0,0.0,0.8,0.8,0.0,1
ІМ-Розетка,306307I,2026-02,Infantino,0.0,0.0,1.1,1.1,0.0,1
ІМ-Розетка,305087,2026-02,Infantino,0.0,0.0,0.5,0.5,0.0,1
ІМ-Розетка,305079,2026-02,Infantino,0.0,0.0,1.2,1.2,0.0,1
ІМ-Розетка,305031,2026-02,Infantino,0.0,0.0,1.0,1.0,0.0,1
ІМ-Розетка,216429I,2026-02,Infantino,0.0,0.0,1.4,1.4,0.0,1
ІМ-Розетка,216320I,2026-02,Infantino,0.0,0.0,0.6,0.6,0.0,1
ІМ-Розетка,216289I,2026-02,Infantino,0.0,0.0,0.7,0.7,0.0,1
ІМ-Розетка,216271I,2026-02,Infantino,0.0,0.0,1.5,1.5,0.0,1
ІМ-Розетка,216267I,2026-02,Infantino,0.0,0.0,1.0,1.0,0.0,1
ІМ-Розетка,216216I,2026-02,Infantino,0.0,0.0,1.3,1.3,0.0,1
ІМ-Розетка,206105I,2026-02,Infantino,0.0,0.0,0.6,0.6,0.0,1
ІМ-Розетка,004914I,2026-02,Infantino,0.2,0.3,1.1,1.5,0.0,1
ІМ-Розетка,DJ03085,2026-02,Djeco,0.0,0.0,0.6,0.6,0.0,1
ІМ-Розетка,DJ03086,2026-02,Djeco,0.0,0.0,1.1,1.1,0.0,1
ІМ-Розетка,DJ05092,2026-02,Djeco,0.0,0.0,0.6,0.6,0.0,1
ІМ-Розетка,DJ05120,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
ІМ-Розетка,DJ09579,2026-02,Djeco,0.0,0.0,0.6,0.6,0.0,1
ІМ-Розетка,DJ09522,2026-02,Djeco,0.0,0.0,1.0,1.0,0.0,1
ІМ-Розетка,DJ09508,2026-02,Djeco,0.0,0.0,1.4,1.4,0.0,1
ІМ-Розетка,DJ09507,2026-02,Djeco,0.0,0.0,1.0,1.0,0.0,1
ІМ-Розетка,DJ09499,2026-02,Djeco,0.0,0.0,1.0,1.0,0.0,1
ІМ-Розетка,DJ09422,2026-02,Djeco,0.0,0.0,0.6,0.6,0.0,1
ІМ-Розетка,DJ09065,2026-02,Djeco,0.0,0.0,0.7,0.7,0.0,1
ІМ-Розетка,DJ09063,2026-02,Djeco,0.0,0.0,1.0,1.0,0.0,1
ІМ-Розетка,DJ09056,2026-02,Djeco,0.0,0.0,1.1,1.1,0.0,1
ІМ-Розетка,DJ08982,2026-02,Djeco,0.0,0.0,1.2,1.2,0.0,1
ІМ-Розетка,DJ08931,2026-02,Djeco,0.0,0.0,1.2,1.2,0.0,1
ІМ-Розетка,DJ08802,2026-02,Djeco,0.0,0.0,1.2,1.2,0.0,1
ІМ-Розетка,DJ08664,2026-02,Djeco,0.0,0.0,0.7,0.7,0.0,1
ІМ-Розетка,DJ08637,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
ІМ-Розетка,DJ08194,2026-02,Djeco,0.0,0.0,1.3,1.3,0.0,1
ІМ-Розетка,DJ08193,2026-02,Djeco,0.0,0.0,1.0,1.0,0.0,1
ІМ-Розетка,DJ08192,2026-02,Djeco,0.0,0.0,1.0,1.0,0.0,1
ІМ-Розетка,DJ08166,2026-02,Djeco,0.0,0.0,1.2,1.2,0.0,1
ІМ-Розетка,DJ08157,2026-02,Djeco,0.2,0.3,1.1,1.5,0.0,1
ІМ-Розетка,DJ08132,2026-02,Djeco,0.0,0.0,1.1,1.1,0.0,1
ІМ-Розетка,DJ07955,2026-02,Djeco,0.0,0.0,1.4,1.4,0.0,1
ІМ-Розетка,DJ07901,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
ІМ-Розетка,DJ07114,2026-02,Djeco,0.0,0.0,1.4,1.4,0.0,1
ІМ-Розетка,DJ06103,2026-02,Djeco,0.0,0.0,1.1,1.1,0.0,1
ІМ-Розетка,DJ05169,2026-02,Djeco,0.0,0.0,1.2,1.2,0.0,1
ІМ-Розетка,DJ05145,2026-02,Djeco,0.0,0.0,1.5,1.5,0.0,1
ІМ-Розетка,DJ05136,2026-02,Djeco,0.0,0.0,1.1,1.1,0.0,1
ДрімОн,W3303h,2026-02,Cubic Fun,0.0,0.0,1.1,1.1,0.0,1
Еліпс,C080h,2026-02,Cubic Fun,0.0,0.0,0.9,0.9,0.0,1
Монако,DJ08827,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
Мегамаркет,206688I,2026-02,Infantino,0.0,0.0,1.3,1.3,0.0,1
Мегамаркет,305079,2026-02,Infantino,0.0,0.0,1.2,1.2,0.0,1
Мегамаркет,305031,2026-02,Infantino,0.0,0.0,0.8,0.8,0.0,1
Мегамаркет,304889I,2026-02,Infantino,0.0,0.0,0.6,0.6,0.0,1
Мегамаркет,302035,2026-02,Infantino,0.0,0.0,1.2,1.2,0.0,1
Мегамаркет,216571,2026-02,Infantino,0.0,0.0,0.8,0.8,0.0,1
Мегамаркет,216429I,2026-02,Infantino,0.0,0.0,1.1,1.1,0.0,1
Мегамаркет,216320I,2026-02,Infantino,0.0,0.0,1.5,1.5,0.0,1
Мегамаркет,216314_I,2026-02,Infantino,0.0,0.0,1.3,1.3,0.0,1
Мегамаркет,216289I,2026-02,Infantino,0.0,0.0,1.1,1.1,0.0,1
Мегамаркет,216279I,2026-02,Infantino,0.0,0.0,1.0,1.0,0.0,1
Мегамаркет,216273,2026-02,Infantino,0.0,0.0,0.6,0.6,0.0,1
Мегамаркет,216271I,2026-02,Infantino,0.0,0.0,0.6,0.6,0.0,1
Мегамаркет,216267I,2026-02,Infantino,0.0,0.0,1.3,1.3,0.0,1
Мегамаркет,206301I,2026-02,Infantino,0.0,0.0,1.5,1.5,0.0,1
Мегамаркет,305115,2026-02,Infantino,0.0,0.0,0.5,0.5,0.0,1
Мегамаркет,205052,2026-02,Infantino,0.0,0.0,0.7,0.7,0.0,1
Мегамаркет,005378I,2026-02,Infantino,0.0,0.0,1.3,1.3,0.0,1
Мегамаркет,005364,2026-02,unknown,0.0,0.0,1.4,1.4,0.0,1
Мегамаркет,005151I,2026-02,Infantino,0.0,0.0,0.8,0.8,0.0,1
Мегамаркет,005060I,2026-02,Infantino,0.0,0.0,1.2,1.2,0.0,1
Мегамаркет,005059I,2026-02,Infantino,0.0,0.0,0.6,0.6,0.0,1
Мегамаркет,004885I,2026-02,Infantino,0.0,0.0,0.8,0.8,0.0,1
МайПлей,W3303h,2026-02,Cubic Fun,0.0,0.0,1.1,1.1,0.0,1
МайПлей,W3302h,2026-02,Cubic Fun,0.0,0.0,1.1,1.1,0.0,1
