weights,w_base,w_v12ext,w_v11g93,w_chronos_ft,w_v12ext_g93,w_v14_nn,OOF_recency,OOF_bias_recency_pct
"[0.7, 0.1, 0.05, 0.1, 0.0, 0.05]",0.7,0.1,0.05,0.1,0.0,0.05,0.42562,-2.7674
"[0.675, 0.1, 0.05, 0.1, 0.0, 0.075]",0.675,0.1,0.05,0.1,0.0,0.075,0.42597,-2.7495000000000003
"[0.6499999999999999, 0.1, 0.05, 0.1, 0.0, 0.1]",0.6499999999999999,0.1,0.05,0.1,0.0,0.1,0.42642,-2.7321
"[0.6, 0.1, 0.05, 0.1, 0.0, 0.15]",0.6,0.1,0.05,0.1,0.0,0.15,0.42765,-2.6968
"[0.725, 0.1, 0.05, 0.1, 0.025, 0.0]",0.725,0.1,0.05,0.1,0.025,0.0,0.42610000000000003,-2.9215000000000004
"[0.7, 0.1, 0.05, 0.1, 0.025, 0.025]",0.7,0.1,0.05,0.1,0.025,0.025,0.42598,-2.9036
"[0.675, 0.1, 0.05, 0.1, 0.025, 0.05]",0.675,0.1,0.05,0.1,0.025,0.05,0.42618999999999996,-2.8861999999999997
"[0.6499999999999999, 0.1, 0.05, 0.1, 0.025, 0.075]",0.6499999999999999,0.1,0.05,0.1,0.025,0.075,0.42654000000000003,-2.8683
"[0.625, 0.1, 0.05, 0.1, 0.025, 0.1]",0.625,0.1,0.05,0.1,0.025,0.1,0.42699,-2.8509
"[0.7, 0.1, 0.05, 0.1, 0.05, 0.0]",0.7,0.1,0.05,0.1,0.05,0.0,0.42679,-3.0403
"[0.675, 0.1, 0.05, 0.1, 0.05, 0.025]",0.675,0.1,0.05,0.1,0.05,0.025,0.42661000000000004,-3.0224
"[0.6499999999999999, 0.1, 0.05, 0.1, 0.05, 0.05]",0.6499999999999999,0.1,0.05,0.1,0.05,0.05,0.42676,-3.005
"[0.625, 0.1, 0.05, 0.1, 0.05, 0.075]",0.625,0.1,0.05,0.1,0.05,0.075,0.42709,-2.9871
"[0.6, 0.1, 0.05, 0.1, 0.05, 0.1]",0.6,0.1,0.05,0.1,0.05,0.1,0.42754000000000003,-2.9697
"[0.675, 0.1, 0.05, 0.1, 0.075, 0.0]",0.675,0.1,0.05,0.1,0.075,0.0,0.42755,-3.1593
"[0.6499999999999999, 0.1, 0.05, 0.1, 0.075, 0.025]",0.6499999999999999,0.1,0.05,0.1,0.075,0.025,0.42732000000000003,-3.1414
"[0.625, 0.1, 0.05, 0.1, 0.075, 0.05]",0.625,0.1,0.05,0.1,0.075,0.05,0.42743,-3.124
"[0.6, 0.1, 0.05, 0.1, 0.075, 0.075]",0.6,0.1,0.05,0.1,0.075,0.075,0.42776000000000003,-3.1061000000000005
"[0.6499999999999999, 0.1, 0.05, 0.1, 0.1, 0.0]",0.6499999999999999,0.1,0.05,0.1,0.1,0.0,0.42830999999999997,-3.2776
"[0.625, 0.1, 0.05, 0.1, 0.1, 0.025]",0.625,0.1,0.05,0.1,0.1,0.025,0.42806,-3.2601999999999998
"[0.6, 0.1, 0.05, 0.1, 0.1, 0.05]",0.6,0.1,0.05,0.1,0.1,0.05,0.428,-3.2428
"[0.6, 0.1, 0.05, 0.1, 0.15, 0.0]",0.6,0.1,0.05,0.1,0.15,0.0,0.42981,-3.5152
"[0.7, 0.1, 0.05, 0.15, 0.0, 0.0]",0.7,0.1,0.05,0.15,0.0,0.0,0.43606999999999996,-3.3731
"[0.675, 0.1, 0.05, 0.15, 0.0, 0.025]",0.675,0.1,0.05,0.15,0.0,0.025,0.43585999999999997,-3.3552
"[0.65, 0.1, 0.05, 0.15, 0.0, 0.05]",0.65,0.1,0.05,0.15,0.0,0.05,0.43574,-3.3375000000000004
"[0.625, 0.1, 0.05, 0.15, 0.0, 0.075]",0.625,0.1,0.05,0.15,0.0,0.075,0.43581000000000003,-3.3196
"[0.6, 0.1, 0.05, 0.15, 0.0, 0.1]",0.6,0.1,0.05,0.15,0.0,0.1,0.43611,-3.3022
"[0.675, 0.1, 0.05, 0.15, 0.025, 0.0]",0.675,0.1,0.05,0.15,0.025,0.0,0.43678,-3.4918
"[0.65, 0.1, 0.05, 0.15, 0.025, 0.025]",0.65,0.1,0.05,0.15,0.025,0.025,0.43657,-3.4739
"[0.625, 0.1, 0.05, 0.15, 0.025, 0.05]",0.625,0.1,0.05,0.15,0.025,0.05,0.4365,-3.4565
"[0.6, 0.1, 0.05, 0.15, 0.025, 0.075]",0.6,0.1,0.05,0.15,0.025,0.075,0.4366,-3.4386
"[0.65, 0.1, 0.05, 0.15, 0.05, 0.0]",0.65,0.1,0.05,0.15,0.05,0.0,0.43751,-3.6106000000000003
"[0.625, 0.1, 0.05, 0.15, 0.05, 0.025]",0.625,0.1,0.05,0.15,0.05,0.025,0.4373,-3.5927000000000002
"[0.6, 0.1, 0.05, 0.15, 0.05, 0.05]",0.6,0.1,0.05,0.15,0.05,0.05,0.43726,-3.5753
"[0.625, 0.1, 0.05, 0.15, 0.075, 0.0]",0.625,0.1,0.05,0.15,0.075,0.0,0.43832000000000004,-3.7294000000000005
"[0.6, 0.1, 0.05, 0.15, 0.075, 0.025]",0.6,0.1,0.05,0.15,0.075,0.025,0.43806,-3.7115
"[0.6, 0.1, 0.05, 0.15, 0.1, 0.0]",0.6,0.1,0.05,0.15,0.1,0.0,0.43906999999999996,-3.8482
"[0.825, 0.1, 0.075, 0.0, 0.0, 0.0]",0.825,0.1,0.075,0.0,0.0,0.0,0.41318999999999995,-1.8241
"[0.8, 0.1, 0.075, 0.0, 0.0, 0.025]",0.8,0.1,0.075,0.0,0.0,0.025,0.41308,-1.8067
"[0.775, 0.1, 0.075, 0.0, 0.0, 0.05]",0.775,0.1,0.075,0.0,0.0,0.05,0.41320999999999997,-1.7885
"[0.75, 0.1, 0.075, 0.0, 0.0, 0.075]",0.75,0.1,0.075,0.0,0.0,0.075,0.41341,-1.7711
"[0.725, 0.1, 0.075, 0.0, 0.0, 0.1]",0.725,0.1,0.075,0.0,0.0,0.1,0.41375,-1.7537000000000003
"[0.675, 0.1, 0.075, 0.0, 0.0, 0.15]",0.675,0.1,0.075,0.0,0.0,0.15,0.41494,-1.7184
"[0.8, 0.1, 0.075, 0.0, 0.025, 0.0]",0.8,0.1,0.075,0.0,0.025,0.0,0.41364999999999996,-1.9426000000000003
"[0.775, 0.1, 0.075, 0.0, 0.025, 0.025]",0.775,0.1,0.075,0.0,0.025,0.025,0.41359,-1.9252000000000002
"[0.75, 0.1, 0.075, 0.0, 0.025, 0.05]",0.75,0.1,0.075,0.0,0.025,0.05,0.41367,-1.9073000000000002
"[0.725, 0.1, 0.075, 0.0, 0.025, 0.075]",0.725,0.1,0.075,0.0,0.025,0.075,0.41384,-1.8899000000000001
"[0.7, 0.1, 0.075, 0.0, 0.025, 0.1]",0.7,0.1,0.075,0.0,0.025,0.1,0.41423,-1.8725
"[0.65, 0.1, 0.075, 0.0, 0.025, 0.15]",0.65,0.1,0.075,0.0,0.025,0.15,0.41547,-1.8372000000000002
"[0.775, 0.1, 0.075, 0.0, 0.05, 0.0]",0.775,0.1,0.075,0.0,0.05,0.0,0.41416,-2.0614
"[0.75, 0.1, 0.075, 0.0, 0.05, 0.025]",0.75,0.1,0.075,0.0,0.05,0.025,0.41405000000000003,-2.044
"[0.725, 0.1, 0.075, 0.0, 0.05, 0.05]",0.725,0.1,0.075,0.0,0.05,0.05,0.41415,-2.0261
"[0.7, 0.1, 0.075, 0.0, 0.05, 0.075]",0.7,0.1,0.075,0.0,0.05,0.075,0.4144,-2.0087
"[0.675, 0.1, 0.075, 0.0, 0.05, 0.1]",0.675,0.1,0.075,0.0,0.05,0.1,0.41478000000000004,-1.9907999999999997
"[0.625, 0.1, 0.075, 0.0, 0.05, 0.15]",0.625,0.1,0.075,0.0,0.05,0.15,0.41605,-1.956
"[0.75, 0.1, 0.075, 0.0, 0.075, 0.0]",0.75,0.1,0.075,0.0,0.075,0.0,0.41464,-2.1802
"[0.725, 0.1, 0.075, 0.0, 0.075, 0.025]",0.725,0.1,0.075,0.0,0.075,0.025,0.41458,-2.1628000000000003
"[0.7, 0.1, 0.075, 0.0, 0.075, 0.05]",0.7,0.1,0.075,0.0,0.075,0.05,0.41466000000000003,-2.1449
"[0.675, 0.1, 0.075, 0.0, 0.075, 0.075]",0.675,0.1,0.075,0.0,0.075,0.075,0.4149,-2.1275
"[0.65, 0.1, 0.075, 0.0, 0.075, 0.1]",0.65,0.1,0.075,0.0,0.075,0.1,0.41536,-2.1096000000000004
"[0.6, 0.1, 0.075, 0.0, 0.075, 0.15]",0.6,0.1,0.075,0.0,0.075,0.15,0.41658,-2.0743
"[0.725, 0.1, 0.075, 0.0, 0.1, 0.0]",0.725,0.1,0.075,0.0,0.1,0.0,0.41515,-2.299
"[0.7, 0.1, 0.075, 0.0, 0.1, 0.025]",0.7,0.1,0.075,0.0,0.1,0.025,0.41509,-2.2816
"[0.675, 0.1, 0.075, 0.0, 0.1, 0.05]",0.675,0.1,0.075,0.0,0.1,0.05,0.41519,-2.2637
"[0.65, 0.1, 0.075, 0.0, 0.1, 0.075]",0.65,0.1,0.075,0.0,0.1,0.075,0.41546,-2.2462999999999997
"[0.625, 0.1, 0.075, 0.0, 0.1, 0.1]",0.625,0.1,0.075,0.0,0.1,0.1,0.41592,-2.2283999999999997
"[0.675, 0.1, 0.075, 0.0, 0.15, 0.0]",0.675,0.1,0.075,0.0,0.15,0.0,0.41629000000000005,-2.5368
"[0.65, 0.1, 0.075, 0.0, 0.15, 0.025]",0.65,0.1,0.075,0.0,0.15,0.025,0.41623,-2.5194
"[0.625, 0.1, 0.075, 0.0, 0.15, 0.05]",0.625,0.1,0.075,0.0,0.15,0.05,0.4164,-2.5015
"[0.6, 0.1, 0.075, 0.0, 0.15, 0.075]",0.6,0.1,0.075,0.0,0.15,0.075,0.41667,-2.4841
"[0.8, 0.1, 0.075, 0.025, 0.0, 0.0]",0.8,0.1,0.075,0.025,0.0,0.0,0.41554,-2.1095
"[0.775, 0.1, 0.075, 0.025, 0.0, 0.025]",0.775,0.1,0.075,0.025,0.0,0.025,0.41551000000000005,-2.0915999999999997
"[0.75, 0.1, 0.075, 0.025, 0.0, 0.05]",0.75,0.1,0.075,0.025,0.0,0.05,0.41563,-2.0742000000000003
"[0.725, 0.1, 0.075, 0.025, 0.0, 0.075]",0.725,0.1,0.075,0.025,0.0,0.075,0.41590000000000005,-2.0563000000000002
"[0.7, 0.1, 0.075, 0.025, 0.0, 0.1]",0.7,0.1,0.075,0.025,0.0,0.1,0.41635999999999995,-2.0389
"[0.65, 0.1, 0.075, 0.025, 0.0, 0.15]",0.65,0.1,0.075,0.025,0.0,0.15,0.41759999999999997,-2.0036000000000005
"[0.775, 0.1, 0.075, 0.025, 0.025, 0.0]",0.775,0.1,0.075,0.025,0.025,0.0,0.41607000000000005,-2.2278000000000002
"[0.75, 0.1, 0.075, 0.025, 0.025, 0.025]",0.75,0.1,0.075,0.025,0.025,0.025,0.41601,-2.2104
"[0.725, 0.1, 0.075, 0.025, 0.025, 0.05]",0.725,0.1,0.075,0.025,0.025,0.05,0.41611,-2.193
"[0.7, 0.1, 0.075, 0.025, 0.025, 0.075]",0.7,0.1,0.075,0.025,0.025,0.075,0.4164,-2.1751
"[0.675, 0.1, 0.075, 0.025, 0.025, 0.1]",0.675,0.1,0.075,0.025,0.025,0.1,0.41686,-2.1577
"[0.625, 0.1, 0.075, 0.025, 0.025, 0.15]",0.625,0.1,0.075,0.025,0.025,0.15,0.4181,-2.1224
"[0.75, 0.1, 0.075, 0.025, 0.05, 0.0]",0.75,0.1,0.075,0.025,0.05,0.0,0.41655,-2.3466000000000005
"[0.725, 0.1, 0.075, 0.025, 0.05, 0.025]",0.725,0.1,0.075,0.025,0.05,0.025,0.41649,-2.3292
"[0.7, 0.1, 0.075, 0.025, 0.05, 0.05]",0.7,0.1,0.075,0.025,0.05,0.05,0.41664,-2.3118
"[0.675, 0.1, 0.075, 0.025, 0.05, 0.075]",0.675,0.1,0.075,0.025,0.05,0.075,0.41698,-2.2939
"[0.6499999999999999, 0.1, 0.075, 0.025, 0.05, 0.1]",0.6499999999999999,0.1,0.075,0.025,0.05,0.1,0.41744000000000003,-2.2765
"[0.6, 0.1, 0.075, 0.025, 0.05, 0.15]",0.6,0.1,0.075,0.025,0.05,0.15,0.41866000000000003,-2.2412
"[0.725, 0.1, 0.075, 0.025, 0.075, 0.0]",0.725,0.1,0.075,0.025,0.075,0.0,0.41708,-2.4654
"[0.7, 0.1, 0.075, 0.025, 0.075, 0.025]",0.7,0.1,0.075,0.025,0.075,0.025,0.41702,-2.448
"[0.675, 0.1, 0.075, 0.025, 0.075, 0.05]",0.675,0.1,0.075,0.025,0.075,0.05,0.41722000000000004,-2.4301
"[0.65, 0.1, 0.075, 0.025, 0.075, 0.075]",0.65,0.1,0.075,0.025,0.075,0.075,0.41756,-2.4127
"[0.625, 0.1, 0.075, 0.025, 0.075, 0.1]",0.625,0.1,0.075,0.025,0.075,0.1,0.41794,-2.3952999999999998
"[0.7, 0.1, 0.075, 0.025, 0.1, 0.0]",0.7,0.1,0.075,0.025,0.1,0.0,0.41762999999999995,-2.5842
"[0.675, 0.1, 0.075, 0.025, 0.1, 0.025]",0.675,0.1,0.075,0.025,0.1,0.025,0.41762,-2.5667999999999997
"[0.6499999999999999, 0.1, 0.075, 0.025, 0.1, 0.05]",0.6499999999999999,0.1,0.075,0.025,0.1,0.05,0.41777000000000003,-2.5488999999999997
"[0.625, 0.1, 0.075, 0.025, 0.1, 0.075]",0.625,0.1,0.075,0.025,0.1,0.075,0.41808,-2.5315
"[0.6, 0.1, 0.075, 0.025, 0.1, 0.1]",0.6,0.1,0.075,0.025,0.1,0.1,0.41854,-2.5136000000000003
"[0.65, 0.1, 0.075, 0.025, 0.15, 0.0]",0.65,0.1,0.075,0.025,0.15,0.0,0.41876,-2.822
"[0.625, 0.1, 0.075, 0.025, 0.15, 0.025]",0.625,0.1,0.075,0.025,0.15,0.025,0.4188,-2.8045999999999998
"[0.6, 0.1, 0.075, 0.025, 0.15, 0.05]",0.6,0.1,0.075,0.025,0.15,0.05,0.419,-2.7864
"[0.775, 0.1, 0.075, 0.05, 0.0, 0.0]",0.775,0.1,0.075,0.05,0.0,0.0,0.41851,-2.3947
"[0.75, 0.1, 0.075, 0.05, 0.0, 0.025]",0.75,0.1,0.075,0.05,0.0,0.025,0.41855,-2.3768000000000002
"[0.725, 0.1, 0.075, 0.05, 0.0, 0.05]",0.725,0.1,0.075,0.05,0.0,0.05,0.41877,-2.3594
"[0.7, 0.1, 0.075, 0.05, 0.0, 0.075]",0.7,0.1,0.075,0.05,0.0,0.075,0.41911,-2.3415000000000004
"[0.675, 0.1, 0.075, 0.05, 0.0, 0.1]",0.675,0.1,0.075,0.05,0.0,0.1,0.41952,-2.3241
"[0.625, 0.1, 0.075, 0.05, 0.0, 0.15]",0.625,0.1,0.075,0.05,0.0,0.15,0.42072,-2.2885
"[0.75, 0.1, 0.075, 0.05, 0.025, 0.0]",0.75,0.1,0.075,0.05,0.025,0.0,0.41903999999999997,-2.5135
"[0.725, 0.1, 0.075, 0.05, 0.025, 0.025]",0.725,0.1,0.075,0.05,0.025,0.025,0.41907,-2.4956000000000005
"[0.7, 0.1, 0.075, 0.05, 0.025, 0.05]",0.7,0.1,0.075,0.05,0.025,0.05,0.41927000000000003,-2.4782
"[0.675, 0.1, 0.075, 0.05, 0.025, 0.075]",0.675,0.1,0.075,0.05,0.025,0.075,0.41961000000000004,-2.4603
"[0.6499999999999999, 0.1, 0.075, 0.05, 0.025, 0.1]",0.6499999999999999,0.1,0.075,0.05,0.025,0.1,0.42010000000000003,-2.4429
"[0.6, 0.1, 0.075, 0.05, 0.025, 0.15]",0.6,0.1,0.075,0.05,0.025,0.15,0.4213,-2.4073
"[0.725, 0.1, 0.075, 0.05, 0.05, 0.0]",0.725,0.1,0.075,0.05,0.05,0.0,0.41956000000000004,-2.6323
"[0.7, 0.1, 0.075, 0.05, 0.05, 0.025]",0.7,0.1,0.075,0.05,0.05,0.025,0.41962,-2.6144
"[0.675, 0.1, 0.075, 0.05, 0.05, 0.05]",0.675,0.1,0.075,0.05,0.05,0.05,0.41981999999999997,-2.597
"[0.65, 0.1, 0.075, 0.05, 0.05, 0.075]",0.65,0.1,0.075,0.05,0.05,0.075,0.42016,-2.5788
"[0.625, 0.1, 0.075, 0.05, 0.05, 0.1]",0.625,0.1,0.075,0.05,0.05,0.1,0.42062,-2.5614
"[0.7, 0.1, 0.075, 0.05, 0.075, 0.0]",0.7,0.1,0.075,0.05,0.075,0.0,0.42016,-2.7506000000000004
"[0.675, 0.1, 0.075, 0.05, 0.075, 0.025]",0.675,0.1,0.075,0.05,0.075,0.025,0.42022,-2.7332
"[0.65, 0.1, 0.075, 0.05, 0.075, 0.05]",0.65,0.1,0.075,0.05,0.075,0.05,0.42042,-2.7155
"[0.625, 0.1, 0.075, 0.05, 0.075, 0.075]",0.625,0.1,0.075,0.05,0.075,0.075,0.42076,-2.6975999999999996
"[0.6, 0.1, 0.075, 0.05, 0.075, 0.1]",0.6,0.1,0.075,0.05,0.075,0.1,0.4212,-2.6802
"[0.675, 0.1, 0.075, 0.05, 0.1, 0.0]",0.675,0.1,0.075,0.05,0.1,0.0,0.42071000000000003,-2.8693000000000004
"[0.6499999999999999, 0.1, 0.075, 0.05, 0.1, 0.025]",0.6499999999999999,0.1,0.075,0.05,0.1,0.025,0.42077,-2.8519
"[0.625, 0.1, 0.075, 0.05, 0.1, 0.05]",0.625,0.1,0.075,0.05,0.1,0.05,0.42103999999999997,-2.8345000000000002
"[0.6, 0.1, 0.075, 0.05, 0.1, 0.075]",0.6,0.1,0.075,0.05,0.1,0.075,0.42136,-2.8165999999999998
"[0.625, 0.1, 0.075, 0.05, 0.15, 0.0]",0.625,0.1,0.075,0.05,0.15,0.0,0.42193,-3.1068999999999996
"[0.6, 0.1, 0.075, 0.05, 0.15, 0.025]",0.6,0.1,0.075,0.05,0.15,0.025,0.42199,-3.0895
"[0.75, 0.1, 0.075, 0.075, 0.0, 0.0]",0.75,0.1,0.075,0.075,0.0,0.0,0.42215,-2.6799
"[0.725, 0.1, 0.075, 0.075, 0.0, 0.025]",0.725,0.1,0.075,0.075,0.0,0.025,0.42221000000000003,-2.662
"[0.7, 0.1, 0.075, 0.075, 0.0, 0.05]",0.7,0.1,0.075,0.075,0.0,0.05,0.42240999999999995,-2.6443
"[0.675, 0.1, 0.075, 0.075, 0.0, 0.075]",0.675,0.1,0.075,0.075,0.0,0.075,0.42273000000000005,-2.6264
"[0.65, 0.1, 0.075, 0.075, 0.0, 0.1]",0.65,0.1,0.075,0.075,0.0,0.1,0.42317,-2.609
"[0.6, 0.1, 0.075, 0.075, 0.0, 0.15]",0.6,0.1,0.075,0.075,0.0,0.15,0.42446000000000006,-2.5737
"[0.725, 0.1, 0.075, 0.075, 0.025, 0.0]",0.725,0.1,0.075,0.075,0.025,0.0,0.42267,-2.7984
"[0.7, 0.1, 0.075, 0.075, 0.025, 0.025]",0.7,0.1,0.075,0.075,0.025,0.025,0.42273000000000005,-2.7805
"[0.675, 0.1, 0.075, 0.075, 0.025, 0.05]",0.675,0.1,0.075,0.075,0.025,0.05,0.42301,-2.7631
"[0.65, 0.1, 0.075, 0.075, 0.025, 0.075]",0.65,0.1,0.075,0.075,0.025,0.075,0.42333,-2.7451999999999996
"[0.625, 0.1, 0.075, 0.075, 0.025, 0.1]",0.625,0.1,0.075,0.075,0.025,0.1,0.42377,-2.7278000000000002
"[0.7, 0.1, 0.075, 0.075, 0.05, 0.0]",0.7,0.1,0.075,0.075,0.05,0.0,0.42329,-2.9172
"[0.675, 0.1, 0.075, 0.075, 0.05, 0.025]",0.675,0.1,0.075,0.075,0.05,0.025,0.42335,-2.8993
"[0.65, 0.1, 0.075, 0.075, 0.05, 0.05]",0.65,0.1,0.075,0.075,0.05,0.05,0.42352999999999996,-2.8819
"[0.625, 0.1, 0.075, 0.075, 0.05, 0.075]",0.625,0.1,0.075,0.075,0.05,0.075,0.42388,-2.864
"[0.6, 0.1, 0.075, 0.075, 0.05, 0.1]",0.6,0.1,0.075,0.075,0.05,0.1,0.42432,-2.8466000000000005
"[0.675, 0.1, 0.075, 0.075, 0.075, 0.0]",0.675,0.1,0.075,0.075,0.075,0.0,0.42395,-3.0362
"[0.65, 0.1, 0.075, 0.075, 0.075, 0.025]",0.65,0.1,0.075,0.075,0.075,0.025,0.4239,-3.0183
"[0.625, 0.1, 0.075, 0.075, 0.075, 0.05]",0.625,0.1,0.075,0.075,0.075,0.05,0.42413,-3.0009
"[0.6, 0.1, 0.075, 0.075, 0.075, 0.075]",0.6,0.1,0.075,0.075,0.075,0.075,0.4245,-2.983
"[0.65, 0.1, 0.075, 0.075, 0.1, 0.0]",0.65,0.1,0.075,0.075,0.1,0.0,0.42469,-3.1550000000000002
"[0.625, 0.1, 0.075, 0.075, 0.1, 0.025]",0.625,0.1,0.075,0.075,0.1,0.025,0.42455,-3.1371
"[0.6, 0.1, 0.075, 0.075, 0.1, 0.05]",0.6,0.1,0.075,0.075,0.1,0.05,0.42474999999999996,-3.1197
"[0.6, 0.1, 0.075, 0.075, 0.15, 0.0]",0.6,0.1,0.075,0.075,0.15,0.0,0.42614,-3.3921000000000006
"[0.725, 0.1, 0.075, 0.1, 0.0, 0.0]",0.725,0.1,0.075,0.1,0.0,0.0,0.42655,-2.9648000000000003
"[0.7, 0.1, 0.075, 0.1, 0.0, 0.025]",0.7,0.1,0.075,0.1,0.0,0.025,0.42635,-2.9469000000000003
"[0.675, 0.1, 0.075, 0.1, 0.0, 0.05]",0.675,0.1,0.075,0.1,0.0,0.05,0.42658,-2.9295
"[0.65, 0.1, 0.075, 0.1, 0.0, 0.075]",0.65,0.1,0.075,0.1,0.0,0.075,0.42693000000000003,-2.9115999999999995
"[0.625, 0.1, 0.075, 0.1, 0.0, 0.1]",0.625,0.1,0.075,0.1,0.0,0.1,0.42738,-2.8941999999999997
"[0.7, 0.1, 0.075, 0.1, 0.025, 0.0]",0.7,0.1,0.075,0.1,0.025,0.0,0.42721,-3.0836000000000006
"[0.675, 0.1, 0.075, 0.1, 0.025, 0.025]",0.675,0.1,0.075,0.1,0.025,0.025,0.42703,-3.0657
"[0.6499999999999999, 0.1, 0.075, 0.1, 0.025, 0.05]",0.6499999999999999,0.1,0.075,0.1,0.025,0.05,0.42715000000000003,-3.0483
"[0.625, 0.1, 0.075, 0.1, 0.025, 0.075]",0.625,0.1,0.075,0.1,0.025,0.075,0.42747999999999997,-3.0304
"[0.6, 0.1, 0.075, 0.1, 0.025, 0.1]",0.6,0.1,0.075,0.1,0.025,0.1,0.42793000000000003,-3.013
"[0.675, 0.1, 0.075, 0.1, 0.05, 0.0]",0.675,0.1,0.075,0.1,0.05,0.0,0.42797,-3.2026
"[0.6499999999999999, 0.1, 0.075, 0.1, 0.05, 0.025]",0.6499999999999999,0.1,0.075,0.1,0.05,0.025,0.42772,-3.1847
"[0.625, 0.1, 0.075, 0.1, 0.05, 0.05]",0.625,0.1,0.075,0.1,0.05,0.05,0.42775,-3.1673
"[0.6, 0.1, 0.075, 0.1, 0.05, 0.075]",0.6,0.1,0.075,0.1,0.05,0.075,0.42808,-3.1494
"[0.65, 0.1, 0.075, 0.1, 0.075, 0.0]",0.65,0.1,0.075,0.1,0.075,0.0,0.42866000000000004,-3.3214
"[0.625, 0.1, 0.075, 0.1, 0.075, 0.025]",0.625,0.1,0.075,0.1,0.075,0.025,0.42847999999999997,-3.3034999999999997
"[0.6, 0.1, 0.075, 0.1, 0.075, 0.05]",0.6,0.1,0.075,0.1,0.075,0.05,0.42842,-3.2861000000000002
"[0.625, 0.1, 0.075, 0.1, 0.1, 0.0]",0.625,0.1,0.075,0.1,0.1,0.0,0.42942,-3.4402
"[0.6, 0.1, 0.075, 0.1, 0.1, 0.025]",0.6,0.1,0.075,0.1,0.1,0.025,0.42922000000000005,-3.4223
"[0.675, 0.1, 0.075, 0.15, 0.0, 0.0]",0.675,0.1,0.075,0.15,0.0,0.0,0.43723,-3.5354
"[0.65, 0.1, 0.075, 0.15, 0.0, 0.025]",0.65,0.1,0.075,0.15,0.0,0.025,0.43701999999999996,-3.5180000000000002
"[0.625, 0.1, 0.075, 0.15, 0.0, 0.05]",0.625,0.1,0.075,0.15,0.0,0.05,0.43689999999999996,-3.4997999999999996
"[0.6, 0.1, 0.075, 0.15, 0.0, 0.075]",0.6,0.1,0.075,0.15,0.0,0.075,0.437,-3.4824
"[0.65, 0.1, 0.075, 0.15, 0.025, 0.0]",0.65,0.1,0.075,0.15,0.025,0.0,0.43794,-3.6539
"[0.625, 0.1, 0.075, 0.15, 0.025, 0.025]",0.625,0.1,0.075,0.15,0.025,0.025,0.43773,-3.6365
"[0.6, 0.1, 0.075, 0.15, 0.025, 0.05]",0.6,0.1,0.075,0.15,0.025,0.05,0.43766000000000005,-3.6186
"[0.625, 0.1, 0.075, 0.15, 0.05, 0.0]",0.625,0.1,0.075,0.15,0.05,0.0,0.43869,-3.7727
"[0.6, 0.1, 0.075, 0.15, 0.05, 0.025]",0.6,0.1,0.075,0.15,0.05,0.025,0.43845999999999996,-3.7548000000000004
"[0.6, 0.1, 0.075, 0.15, 0.075, 0.0]",0.6,0.1,0.075,0.15,0.075,0.0,0.43947,-3.8915000000000006
"[0.8, 0.1, 0.1, 0.0, 0.0, 0.0]",0.8,0.1,0.1,0.0,0.0,0.0,0.41406000000000004,-1.9867
"[0.775, 0.1, 0.1, 0.0, 0.0, 0.025]",0.775,0.1,0.1,0.0,0.0,0.025,0.41400000000000003,-1.9688000000000003
"[0.75, 0.1, 0.1, 0.0, 0.0, 0.05]",0.75,0.1,0.1,0.0,0.0,0.05,0.41403,-1.9510999999999998
"[0.725, 0.1, 0.1, 0.0, 0.0, 0.075]",0.725,0.1,0.1,0.0,0.0,0.075,0.41428,-1.9332000000000003
"[0.7, 0.1, 0.1, 0.0, 0.0, 0.1]",0.7,0.1,0.1,0.0,0.0,0.1,0.41464,-1.9158
"[0.65, 0.1, 0.1, 0.0, 0.0, 0.15]",0.65,0.1,0.1,0.0,0.0,0.15,0.41586,-1.8805
"[0.775, 0.1, 0.1, 0.0, 0.025, 0.0]",0.775,0.1,0.1,0.0,0.025,0.0,0.41452,-2.1052
"[0.75, 0.1, 0.1, 0.0, 0.025, 0.025]",0.75,0.1,0.1,0.0,0.025,0.025,0.41447999999999996,-2.0873
"[0.725, 0.1, 0.1, 0.0, 0.025, 0.05]",0.725,0.1,0.1,0.0,0.025,0.05,0.41454,-2.0699
"[0.7, 0.1, 0.1, 0.0, 0.025, 0.075]",0.7,0.1,0.1,0.0,0.025,0.075,0.41476,-2.052
"[0.675, 0.1, 0.1, 0.0, 0.025, 0.1]",0.675,0.1,0.1,0.0,0.025,0.1,0.41517000000000004,-2.0346
"[0.625, 0.1, 0.1, 0.0, 0.025, 0.15]",0.625,0.1,0.1,0.0,0.025,0.15,0.41639,-1.9993
"[0.75, 0.1, 0.1, 0.0, 0.05, 0.0]",0.75,0.1,0.1,0.0,0.05,0.0,0.415,-2.224
"[0.725, 0.1, 0.1, 0.0, 0.05, 0.025]",0.725,0.1,0.1,0.0,0.05,0.025,0.41497,-2.2061
"[0.7, 0.1, 0.1, 0.0, 0.05, 0.05]",0.7,0.1,0.1,0.0,0.05,0.05,0.41505,-2.1887
"[0.675, 0.1, 0.1, 0.0, 0.05, 0.075]",0.675,0.1,0.1,0.0,0.05,0.075,0.41529000000000005,-2.1708
"[0.6499999999999999, 0.1, 0.1, 0.0, 0.05, 0.1]",0.6499999999999999,0.1,0.1,0.0,0.05,0.1,0.4157,-2.1534
